0.0,
4.44738340994036,8.974845414900614,
7.233926857041009,11.642110292344814,13.517015280710925,
9.698766610663634,13.707985901781543,16.398245806035874,19.138702020943352,
12.420958260156452,16.245035975766587,18.88350301704982,21.235274559730815,23.801227723360615,
14.146977205146364,18.333320577628548,21.000096718824725,23.627231031125532,26.581429234483313,26.864461464022042,
16.052126091060714,20.554298222649432,22.256293985708027,24.78734597992366,26.894850856284997,28.9722420932312,31.261172969213156,
17.865537621323085,21.659942005645348,24.06709089132443,25.612263612085766,28.902153190820524,30.964562824154832,32.38998429742148,32.79778582109146,
19.859957121192302,23.72466478259764,25.990558494584285,28.07119916171837,31.659572143273245,31.191025083099426,33.86175447926464,35.26253578756966,36.443003892321386,
22.528810340380115,26.419001079259704,29.066777672377206,30.297656110466484,33.35673053446948,35.91546746270373,35.76869400817219,38.3036617247413,40.17458333613181,42.01827405095914,
22.27838051596638,25.890137705993585,28.72981433734054,29.848908063426503,32.83783260289042,34.81879560310036,35.43443802508072,36.62019616209527,38.88685852608898,42.23795469405772,41.296090379627,
25.050533551979726,28.954047322882783,31.186261056804497,33.130847389757776,36.13350941711798,36.23573752151048,38.79422156485927,39.90557576597862,40.32844737788575,44.75105599460496,43.526381795904435,44.66028104808198,
27.92109722768914,31.53452465584017,34.35603366003145,36.906669469901345,39.660181126682254,40.13435760138318,43.02376487717904,44.218978723990155,45.15536719472019,48.83985237223388,47.68554307536471,48.7926055123154,53.09363979908397,
28.258175989566684,31.92342336360797,34.97185620102404,37.03733604534717,39.73873117405948,40.55382478302689,41.81427467987387,43.74828591260472,44.33815231076768,46.5596614101277,46.38898961679251,49.435298159690845,52.63563592287005,51.453208187621,
29.701924815763768,33.01220541951047,34.5285752667153,36.99592079406681,39.85754359264739,41.78975556301998,41.81281196217472,44.72157300784339,47.83340578762214,48.766026906081294,46.1033313964516,50.32725503134996,53.48797688480837,54.27381382899599,50.28095456408245,
30.904242277763306,34.189479875549985,36.91819073821695,39.85911567423436,41.0200833827896,41.71049031756976,43.27824825110015,45.65358933027042,47.18488267249535,49.13569990744125,48.4859129327649,50.38834713939032,53.41427712339091,53.44366217005777,53.90565397722671,54.182935943288975,
32.49794620425357,36.533281942586925,38.55132188709704,40.20397352847837,42.19582274482863,42.79871939890759,44.453605432318575,46.26373188960144,48.310487514313564,50.6813356991825,48.1636802215257,52.84567063784691,56.11129288987352,54.02376456871749,53.52668694961118,57.047177993592435,56.87417207182743,
33.74482991632072,37.31396531694241,39.46553074995122,41.81403451903589,44.70417120816693,45.356612919020336,46.7071056518914,47.77844555625393,49.432132264282025,52.49211553013788,50.604602371412845,54.599798020772575,56.483631003251176,54.71076948582797,57.97489685464685,58.6956433045404,59.57784507779908,60.54442252167317,
36.21726079320472,39.48025557800288,41.66343301060777,43.334063047368026,45.900608518827454,46.9228268897997,48.66155599313958,49.456686801510656,51.42833850195799,54.0079264651011,52.47158941784985,57.467175648497175,59.20049208754911,58.291781603346905,57.70284272085798,60.7944037300043,59.352517232212485,62.20411237197447,66.69191731255091,
37.32339027440512,40.55979617469371,42.43015076649732,44.7485784107731,48.61806374848257,49.38089340318915,49.627202732296404,50.0583628899855,52.81687915009996,55.22281380427307,53.48444665710696,56.948832968624814,57.702670881932114,58.040469438953494,58.76638148191141,58.11652641260736,62.70156287439146,62.05078306462766,63.92590735685365,64.97922782185324,
37.65593213380904,40.35809798535578,43.07238069295362,46.028067044683446,47.95620063463207,47.93497320487722,49.22609143739235,51.96583563777189,52.20861962881152,56.033855126888554,52.62081771828538,56.653321956430645,59.90467498330876,58.39325967539808,59.63903138615186,60.35589954428317,62.652464249427986,64.06174180152004,64.23473357559286,65.97109729337672,65.96600789730084,
38.8123283450136,42.59199594370728,44.90723662483974,45.65875811316655,48.49233102075734,47.96041017426445,49.41901320575783,51.228788234540424,51.8989299553089,55.92570675354779,53.94865636528978,54.685992293039526,61.03485671753233,58.46685576491947,59.02159805240834,62.320579828320035,61.949442655258764,64.46916607891538,65.0776686928113,66.39469693825258,66.0364389276377,66.71700831566531,
40.31531495029609,44.020407062026855,45.95553850174813,48.603754025756096,49.0235166423268,51.05355865597824,51.49684802409678,53.95369629421388,53.488198972461724,59.363032722962814,55.71038042342797,56.78839929634354,59.65855515487589,59.44863131876739,60.19064525027051,61.202442006066434,63.71082325088208,64.51056294078731,66.60064340648087,67.97324874472955,67.74039666461056,65.51704958334382,68.07594618476764,
42.36079278708651,45.51931766687366,46.81589918731486,50.06414254861724,50.308273414765246,52.53063060027702,53.6374566249526,56.06422297949527,57.83318228153789,59.641464723147074,58.252803926915,58.10305838596426,63.06084344652242,62.883015132634995,63.20802701378162,64.663054764803,67.24775021858778,67.82673031888272,70.80290731614525,69.18223446750044,69.42840061632954,67.67603326438771,71.19922996683455,71.81523773195593,
43.99470393738508,47.06390659279528,49.57363362315968,51.848752581329734,53.4572225803566,52.90645784569716,55.68691262364314,55.290180889140956,58.03439737338828,61.598403017843076,58.805993884271075,60.60915959421698,63.6756655175496,65.17628431361018,66.47353332104998,65.85853387631211,67.39800207618602,67.06398049434556,69.79977776303893,70.82765165623141,70.62514626347233,72.55860126828532,72.63171291583251,73.85705740309609,76.02444044712486,
44.91460864295368,48.674669798095756,49.73251411714575,51.58725013624234,54.410523097529314,55.25215604071428,55.40073751813666,56.57955419320141,59.51927383299605,63.255423502433075,59.88980889271195,63.36378858356029,67.94698105085043,65.67511407818971,66.51870818795837,66.69454556859023,66.24672292528565,70.66553430126402,69.24904644556247,72.71225237134934,69.63796314629467,70.54439205721377,71.01675483856343,74.77777734293873,79.73361337584821,77.40934867061019,
45.73604933579417,49.11025036032528,51.54365794536207,52.00795070801726,55.66833340532773,56.53754568821219,57.275130280407176,58.06289001528078,60.60734204416257,60.57177988394264,60.25049704479212,63.67743464368712,68.48748660767606,64.90924814517723,63.96903123441825,67.62154363140547,67.89894184449801,69.3876601261744,70.70533506962597,72.17760962232745,70.9074316367555,71.09047457872545,72.96445851118251,76.30527863651703,77.92700617857342,78.12660508911823,76.61204362178272,
45.913874436417444,48.28255559928447,51.37586159066855,52.21177679567475,54.52058544627289,54.57336753281841,57.30465029884055,56.77454886879078,60.00207399138812,61.52916585617643,59.08556334840769,62.75548177332696,65.77301804930966,63.7745090860133,65.72976665438583,66.81948074373834,67.12770564743334,69.58991225971056,69.1820688469972,70.51170421036436,70.30357020999281,71.90402454524303,71.02320096260573,74.17542025142895,76.62488396768492,74.91376319757173,76.08901914485077,73.6050715463999,
47.23270468532477,49.97536920935664,52.59301834672326,54.12884673559268,55.76070995712066,57.39203839864224,58.7229795724028,58.03423630836324,59.97083377101747,63.35891147820187,61.538628366465,64.43169806552149,66.22054248741955,67.45822845417129,66.73328254664267,68.40594015212851,68.69678854706143,69.01145028323373,73.5646118236672,73.61864501529897,71.12997206048993,74.07912090399955,75.2582559001047,74.04949520560352,76.25160350608931,76.7589536148171,76.33305138818251,79.2563856699582,77.31676507945325,
49.012820587047365,52.190530031329125,54.21650466206108,55.55058318359606,58.16536719745877,57.59887720685021,60.558234938706256,61.623636021344765,60.8402373693657,64.95687088922288,64.25109671582048,66.11623043822676,69.36537474656642,67.02436809839516,68.8400174736955,68.90692328892106,69.93403076847748,72.2572421023071,72.48149484230805,75.60457997727967,75.73153997951248,74.9143960425983,74.02464159686936,75.67076907735309,79.47226993281024,78.83711377385052,78.82952869352947,78.12577076768747,76.13979380252712,79.0939227385033,
