"run 2, alpha = .06",BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257,METTL7B,ARL16,HLA-DRA,NR1H4,TTN,OPN5,FAM19A1,RPAP1,CXCR2,CCK,CLEC14A,CERKL,SPANXN5,DPPA2,OR4N2,DAAM2,GZMA,SLC10A2,C4orf22,CSN3,MAP2K1,CLVS2,OR4N4,ABRA,MS4A2,CCDC28A,HSD11B1,OR52J3,LACRT,SSBP2,NMNAT3,PRR23B,ELMOD1,CYLC2,C1QTNF9,CADM2,TNP1,DCDC1,ACTC1,WDR65,ADAMTS2,SOX7,RBM46,PCDHB8,MNDA,MC2R,FGF16,CLCC1,C9,RAPGEF5,TCEB3C,CCDC54,QSOX2,SCGB1C1,TSPAN12,ELOVL4,CTNNB1,DSC3,PHGDH,IL5RA,RPGRIP1,GABRG1,SIGLEC14,KRT26,DEFB116,CPXCR1,XIRP2,THEMIS,LONRF2,PDHA2,DEFB110,UGT1A1,DGAT2L6,MYL2,RBM22,C2orf65,HRNR,ARID2,CCR2,DEFA4,AKAP11,GPR141,LRRC3B,ZNF454,SGCG,N4BP2,SDPR,NBPF7,NCR2,GPR20,CER1,APCS,EDN1,OR4M2,MYCL1,OR10G7,EIF1AX,SPINK13,TNFSF18,ZFX,C17orf67,GLRB,ACBD7,LRRC37A3,RGS18,DLGAP4,TACR3,GPR98,MUCL1,DYNLRB2,CDC20B,COPG2,COX7B2,FASLG,CCDC102B,SULT1E1,SPRR2D,MRPL54,SIRPB1,PRDM13,LIPE,TAS2R9,IGLL5,DSPP,SPRY3,PROS1,CNTN5,ZFP106,CLDN4,GCN1L1,LOC728819,RC3H2,TRHDE,UBE2J2,SLC14A1,ATF5,MUC7,PDCL2,APOB,ACMSD,FAM58A,ZNF711,RSPH6A,KEL,PDGFC,PRRG3,C16orf78,CD2,LRCH2,KRTAP17-1,SNCAIP,SETD1A,PENK,PHC2,CT62,WNT5A,KRTAP4-8,TREML4,DEFB121,IFT52,TAF7L,CPA3,C12orf43,SULT1B1,CRH,TLL1,KIAA1644,SIGLEC7,VPREB1,OR4F6,GPR65,C1orf51,CEACAM6,FAM65C,GRIN3A,DYDC1,KLHDC8A,COL5A2,CD86,NEU4,MAN1A1,GNG2,HS3ST4,MYH8,TAAR6,MCAM,KIR3DL2,ANXA10,CYP21A2,MT4,LECT2,SULT1C3,TANC2,FAM131B,FBXL6,C12orf76,UGT2B7,CLEC17A,PRKAA2,ZNF320,MYPOP,SLC30A10,NEUROD1,KRT78,CRHBP,CCNE1,DUSP22,CD300E,PRB3,COL4A4,OR5J2,CD96,KDM4B,ZNF716,GLIPR1L2,NKAIN3,PTPN22,DEFB115,ATP5F1,TRIM61,GPC5,HORMAD2,C19orf18,KRT77,TULP2,PEX5L,TMEM178,RNF217,C12orf59,REG3A,C12orf54,LOC649330,SPDYE4,LILRB4,TMPRSS11B,C12orf77,PCDP1,REG1B,FER1L6,HGF,CELSR2,EPPK1,STXBP5L,CCDC92,REG4,OR5H2,CABP5,C7orf34,ROPN1L,DSG3,TENC1,NECAB1,GAGE10,RGPD3,RBMS1,KHDC1,NOP10,FHL1,CRCT1,GAS2,GALNTL5,MOG,FAM155A,OR5H14,DMBX1,FAM53C,RP1,FRG1,RALGPS2,SELP,LIPH,STARD4,ALDH1A1,VPS13C,ATG2B,DHRS9,KCNJ9,AVPR1A,TMEM14B,LANCL1,HOXB6,GCG,C11orf24,FGF12,TNFRSF8,ADH1A,IGHMBP2,CLEC2B,OR10AG1,C18orf26,HTN1,CLCN3,MAP3K11,SERPINA10
TRAT1,0.582753603,0.510970903,0.502239909,0.50517067,0.497760734,0.505108375,0.504541452,0.4934113,0.500967593,0.504199989,0.500064295,0.505981673,0.498348734,0.515136725,0.495680932,0.495061341,0.503945812,0.505027211,0.502618078,0.496953092,0.499691236,0.498939639,0.495673967,0.492372263,0.499645134,0.49981054,0.507526039,0.498445217,0.508231227,0.498987495,0.511904075,0.494911946,0.504073558,0.495913589,0.500182834,0.499028314,0.498580732,0.499292627,0.503689872,0.499013178,0.499722065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM58,0.577051203,0.508098304,0.501360665,0.500673381,0.496605836,0.502125046,0.50157863,0.490507573,0.497827599,0.501340765,0.496888884,0.502990335,0.495165079,0.50860541,0.492567508,0.491773897,0.501010686,0.502132866,0.499527182,0.494103332,0.498355459,0.495782951,0.49251358,0.490653967,0.496477663,0.496641992,0.503466667,0.495274282,0.505467866,0.495831569,0.499420611,0.491756052,0.501127904,0.49672938,0.4974165,0.495870523,0.495356645,0.496148406,0.500632627,0.495841693,0.496529686,0.496207128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPP7,0.578294688,0.507875922,0.501781589,0.50103704,0.49561139,0.50247763,0.502001211,0.488778473,0.498236247,0.503965808,0.497316052,0.50329252,0.495704552,0.512963252,0.494129,0.492356624,0.501500164,0.502456951,0.499923114,0.494536288,0.499522601,0.495938255,0.492954281,0.490596108,0.496927458,0.496652626,0.503853438,0.495658428,0.505857065,0.496254694,0.499987856,0.491910042,0.501499824,0.497227525,0.497045818,0.496245717,0.495841326,0.496577687,0.501125814,0.496229629,0.495282769,0.493767313,0.49666746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAGE6P,0.577647856,0.508810835,0.502012632,0.501299208,0.495952935,0.502761799,0.502221549,0.488764109,0.498486402,0.501767068,0.497527539,0.503650527,0.495844155,0.513089099,0.491839199,0.488389664,0.501650214,0.502687691,0.500185776,0.494746601,0.499750924,0.496438037,0.493145661,0.491209786,0.497133311,0.49730238,0.504123777,0.495910641,0.506104493,0.496486756,0.500069111,0.492383533,0.501772928,0.497371219,0.498075672,0.495611174,0.496068639,0.495408347,0.501291631,0.496494995,0.495639692,0.493973137,0.493345779,0.496913856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR8D4,0.579475328,0.510778333,0.503945942,0.503231402,0.499248202,0.504728828,0.504168885,0.492960337,0.500488646,0.504111151,0.499531551,0.50564445,0.497735561,0.515044266,0.495023084,0.494418565,0.503565391,0.504418563,0.502186522,0.496694291,0.50168796,0.498359043,0.495338944,0.4929787,0.499127632,0.49928841,0.506080978,0.497882645,0.508144783,0.498455205,0.50201493,0.494282219,0.503367281,0.499237255,0.500063934,0.498496634,0.498041242,0.499034415,0.503626913,0.498230292,0.499069203,0.495902642,0.496325521,0.496555834,0.499159835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMG1,0.576309565,0.507737403,0.501133095,0.500495003,0.496532338,0.501857856,0.501355818,0.490316535,0.498790882,0.503306464,0.496787867,0.502741802,0.497282538,0.511880108,0.492622674,0.49197429,0.500791299,0.501510018,0.499360909,0.494105452,0.498945694,0.4956801,0.492575799,0.490713759,0.496407119,0.4963855,0.503179144,0.495233649,0.505130389,0.495776562,0.499257315,0.491858481,0.502656918,0.496667631,0.49731437,0.495815422,0.495373303,0.495730922,0.500429779,0.495785628,0.496425381,0.493364918,0.493784703,0.493983913,0.495789459,0.496146551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF99,0.596951074,0.519797551,0.513584902,0.512895857,0.509654037,0.512878192,0.51376856,0.503039656,0.510765101,0.512640573,0.509916228,0.515228541,0.508209582,0.523552456,0.5065401,0.504924647,0.513252064,0.514404585,0.512241748,0.507179014,0.510963763,0.508793051,0.505583569,0.502534126,0.509544384,0.509726648,0.5152854,0.508329748,0.516896465,0.508288277,0.511262306,0.504776987,0.51314659,0.509160574,0.510406943,0.508854479,0.50848119,0.509234467,0.51329763,0.508911546,0.509210893,0.505939732,0.507501034,0.507065118,0.508477004,0.506050669,0.510552283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERPINB3,0.581748987,0.513253128,0.505113612,0.502573709,0.500584843,0.504018901,0.503477562,0.492706201,0.50086476,0.50316192,0.499083502,0.50496752,0.499120471,0.50999051,0.494747422,0.494060295,0.502963367,0.504067231,0.501539962,0.496259509,0.501078172,0.498068342,0.494725907,0.492780883,0.498603309,0.499003553,0.505321054,0.497392196,0.507350182,0.497945756,0.501393937,0.49393196,0.503067535,0.498709548,0.502477779,0.497963739,0.497662194,0.498245944,0.502606831,0.497965099,0.49856755,0.49362373,0.495918625,0.496122254,0.498023609,0.496143039,0.508141687,0.498550111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOCK3,0.579152108,0.513743813,0.503847726,0.503104802,0.499136502,0.504632744,0.504089909,0.490933833,0.500368419,0.503183521,0.499424278,0.505499034,0.497509255,0.514858948,0.495010119,0.494337265,0.503074027,0.504535737,0.502057946,0.496604429,0.501840025,0.49840414,0.494983568,0.492686727,0.499015986,0.499174574,0.505937128,0.497753736,0.507928981,0.498325632,0.501890929,0.494201455,0.503642462,0.499114239,0.499956101,0.498366274,0.497935296,0.498671629,0.503155166,0.498373679,0.498962362,0.495821518,0.496289774,0.494356946,0.498429911,0.495768795,0.508345242,0.498055214,0.499031388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHLA2,0.577142084,0.511595954,0.510916068,0.501427381,0.49760344,0.501147311,0.501655494,0.491752894,0.498772862,0.501347635,0.49785665,0.503681386,0.49624839,0.512692278,0.493792397,0.493081652,0.501388892,0.502631815,0.500382846,0.495203562,0.499151511,0.497357649,0.479399796,0.490694078,0.49748048,0.497887799,0.504131158,0.496315044,0.499429083,0.496733407,0.500331787,0.49294205,0.501885788,0.497915213,0.497620269,0.496766801,0.496462025,0.497157695,0.501434342,0.496895634,0.497469341,0.494463841,0.494940663,0.495083833,0.496930408,0.494455841,0.505233818,0.501740311,0.495911224,0.497310432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK4,0.580162296,0.5136912,0.504876377,0.504000601,0.500085793,0.50558711,0.50474505,0.49282861,0.501328938,0.504628173,0.500373579,0.506473479,0.498648191,0.515845854,0.495903403,0.4952268,0.504371888,0.505574392,0.503147207,0.497520552,0.502501446,0.499215291,0.49588176,0.493762827,0.499968339,0.500126216,0.506898383,0.498715606,0.508828751,0.49928925,0.502834459,0.495174846,0.504594411,0.500033498,0.500897251,0.49809104,0.498972167,0.499567108,0.504123065,0.499319218,0.499884936,0.496724156,0.497142396,0.496367635,0.499374575,0.496647437,0.509746712,0.498826941,0.499297778,0.497716404,0.500087864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL4,0.574034586,0.505337077,0.49860582,0.497914639,0.493229098,0.499159753,0.49823319,0.487830367,0.494984888,0.498570752,0.494035199,0.500146324,0.492879437,0.509599926,0.489967748,0.488823448,0.498257895,0.499154388,0.49668783,0.491347029,0.495126305,0.492543468,0.489806712,0.488072934,0.493653717,0.493911106,0.500663745,0.491975052,0.493135223,0.492911229,0.496665978,0.48907873,0.498334376,0.494211979,0.493971987,0.493054545,0.491959785,0.493364317,0.497891812,0.493027965,0.493754978,0.490607677,0.491065577,0.491231782,0.493051505,0.490674969,0.503692026,0.486053295,0.493027826,0.490201649,0.493902874,0.493057129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRG2B,0.580077197,0.511158853,0.504484963,0.503741661,0.499777808,0.504403546,0.50468628,0.493311105,0.501013352,0.504336588,0.500925535,0.506172461,0.498079461,0.515559685,0.495903075,0.494926566,0.504077639,0.50492217,0.502717686,0.49721149,0.50220202,0.498932092,0.495295179,0.493477457,0.499733895,0.499825526,0.50639761,0.499145954,0.508468105,0.498976537,0.502356987,0.494887636,0.504224829,0.499741034,0.500582795,0.498957954,0.498558753,0.499605262,0.503818585,0.499002223,0.499594704,0.496419548,0.496922308,0.497077285,0.499066616,0.496346009,0.509664542,0.49862761,0.498955028,0.497425494,0.499906245,0.493470617,0.49974444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELF5,0.578351701,0.509446467,0.502704566,0.501982197,0.497959114,0.50340848,0.502869742,0.491746698,0.499153757,0.502549551,0.498192708,0.504310921,0.496483893,0.513732567,0.4938215,0.493200795,0.502242025,0.50333577,0.500850141,0.495391489,0.500383394,0.4970832,0.49378334,0.491782838,0.498241812,0.497973937,0.50476546,0.496564443,0.507025258,0.497140248,0.499727958,0.493010125,0.502404653,0.4979716,0.498752893,0.497144165,0.496718206,0.497448187,0.501953135,0.497153863,0.497773494,0.494607576,0.495035963,0.495253402,0.497212226,0.494599384,0.506796554,0.496748724,0.497112743,0.49568602,0.498041315,0.491857586,0.497735113,0.497681192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF98,0.580751809,0.513939522,0.507973227,0.507263049,0.503614415,0.508767888,0.508179824,0.497456874,0.504895198,0.507810702,0.503905798,0.509665874,0.501946378,0.518532584,0.499499445,0.498870633,0.50757618,0.507904323,0.506403282,0.50112575,0.505837157,0.502326275,0.499516844,0.495463518,0.503483991,0.503659976,0.510036988,0.502259571,0.511684841,0.502822131,0.506154611,0.498747077,0.507696495,0.50339299,0.50436851,0.501466252,0.502445501,0.503130619,0.507444116,0.502844331,0.503318906,0.500350861,0.500704829,0.501001743,0.502878165,0.500104867,0.512674323,0.502283158,0.502630212,0.501151989,0.50374452,0.497553201,0.503448271,0.501603526,0.503958546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GML,0.579518713,0.510809111,0.503934445,0.503221536,0.49923396,0.504722607,0.504164765,0.490301874,0.500478985,0.50381973,0.499518595,0.505642114,0.497777628,0.515054421,0.49511501,0.494394557,0.50355417,0.504656901,0.502179091,0.496675846,0.50167186,0.498386745,0.495101717,0.492829098,0.499113871,0.499271697,0.50607653,0.497830296,0.507966875,0.498428085,0.502003893,0.494259917,0.503732801,0.499192134,0.49976247,0.498447684,0.498022258,0.498749902,0.503282484,0.498467332,0.499054377,0.495881701,0.49630426,0.493712841,0.498523223,0.49583286,0.508944535,0.498044454,0.495007137,0.496909413,0.499361093,0.493071542,0.499052276,0.497194968,0.502920432,0.499147298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE1A,0.581611835,0.509480944,0.502491824,0.500231911,0.497900368,0.50242083,0.502707824,0.49127276,0.499085294,0.502445942,0.498162217,0.50403751,0.496523995,0.513278814,0.493926043,0.493303591,0.501255475,0.50316095,0.500741132,0.495445196,0.500292314,0.497092119,0.493877131,0.491470321,0.497792475,0.497145468,0.504556506,0.496637804,0.506462483,0.497301369,0.500577728,0.493090532,0.502221507,0.494112983,0.498682941,0.497078498,0.495728812,0.497407239,0.501815106,0.497148868,0.497760714,0.494690642,0.495065857,0.495323644,0.497214045,0.494672639,0.506606275,0.496766627,0.497133054,0.495733731,0.498018491,0.491889333,0.496989238,0.495916283,0.501509626,0.497194403,0.497643546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
