0.0,
4.537383843515136,9.06297205475037,
7.572609309691789,11.99144838281706,14.713268087310741,
9.991409092979449,14.280427514469485,17.3108750813201,19.572392440898728,
12.533972831144709,16.891421386742277,19.888327472667353,22.113555966971095,24.126857404944793,
15.128687623523223,19.51967389795429,22.361443203610513,24.79440954832174,27.00252701247955,29.43161433328176,
16.025405574450236,20.207760064629536,23.198954993482335,25.30553645804052,27.768753719356667,30.35700538295207,30.80963557042747,
17.6871779211819,21.633216559635695,24.788372966064912,26.499110750590773,29.028670782423657,31.68994191843856,31.96088219357002,33.09574477452371,
20.92280738794842,25.09946747562458,27.83499313135944,29.822449410346188,32.37936785744263,34.872246039419565,35.625111528479316,36.4854984397896,40.54144400723847,
22.229163019153717,26.400867217462775,29.17558565055859,31.422967655208158,33.72984691097808,36.22958447389839,36.410047095542495,38.255836667252005,41.50511005342307,42.533830280750415,
24.60818906549437,28.648937045430085,31.293394311523286,33.40683261541947,35.754808997364194,38.3658870611327,38.93044098779363,39.944624141543656,43.63353043319831,44.64932891635781,46.52824807078909,
25.215629242334114,29.24870538864046,31.831239771213173,33.94499893933651,35.83967513161719,38.58907529668751,38.63392874933965,39.65987649695063,43.76738513680595,44.477084034037624,47.29163640227446,46.54294774430351,
26.546897458610744,30.278858847603942,32.77515857846713,35.0277047716572,37.00183519608627,39.62314192008216,40.173129526532506,40.998207420606875,44.85450828015312,45.48765854079203,47.844370227493236,47.48283869534968,47.85045176851969,
27.654076918731533,31.435013629830802,34.33492364185566,36.13260852192058,38.47033801136394,41.285787495795695,40.575256243137844,42.19638133474129,46.04680541836113,46.1775901596949,48.810931227031,49.08156403467571,49.07426422381681,50.43975890549646,
29.876673814091827,33.675349200045176,36.117327968925885,38.494663657417746,40.338084618157794,43.04669390107008,43.50875045358613,44.383361287445254,47.67945659062451,48.76723145849328,51.53074081961853,51.16119657570488,51.53752622987065,52.18167980770083,54.51075585009829,
31.309347018187754,35.114648787681965,37.578943890073724,39.518269728775635,41.63829993204814,44.05425535569608,44.104934852266695,45.146846034298186,48.94393443835925,49.69978804860529,51.658443429085516,51.404356198178355,52.9508624871138,53.64553450836869,55.486963196931455,57.06578293344856,
33.549851323943855,37.29192411537894,39.91029291297964,41.8061848555006,43.570052450694185,46.06818242554212,46.69343212511068,47.387179140304575,50.8454249609168,52.05977120682149,53.971228459014995,54.000633835931744,54.368309020962435,55.91314678190248,57.643902336752575,58.408427930026136,60.25126635629598,
34.95671141838776,38.84618761500703,41.15217725278964,43.246224435885296,45.32411646854657,47.69207827055266,48.0931745925916,48.900876813839275,52.28871190814305,53.2862526913878,55.570067077244964,55.515586344279455,56.12045581248254,56.915413478334436,58.671483709841226,59.48519190438626,61.46927510887634,63.12924704455614,
35.253999028876684,38.673544209549384,41.156240915942526,43.17989804612828,45.73483722738762,48.208418920464624,47.484092322347415,48.622877263640135,52.49066838069675,53.17068053767381,54.893159486074005,54.96567163381082,55.20978354636072,56.87444202043862,58.85060785453969,59.580036512957165,61.21934821693842,62.862438359813716,63.089726377557625,
36.80489728407014,40.36725766096716,42.98496355926594,44.583801109056246,47.05209662310503,49.55700779127386,49.07827304386706,49.5485434986114,53.91182727431491,54.547234029023386,56.27147660368449,56.35804306662291,56.76420269579687,57.73548584244629,59.79049475472506,60.926903429934164,63.15556784863679,63.42838745868732,63.70076787451448,64.45471465465913,
37.77305614753971,41.183071783897965,43.63162430680993,45.520760512744054,47.48303762110224,50.031413925706026,49.30264361790311,50.60262519249479,54.75032204676876,54.53859345730539,57.24398501805568,56.31731072969499,56.88563250216065,57.94446263885624,60.10806950142361,60.826129750966686,62.92453440475566,64.59465177300234,63.44460530697814,64.70511240538453,65.02450771622235,
39.57072994088257,43.0037892190586,45.75428090905468,47.53489883081604,49.45705881584973,52.1246653955203,51.28979658278656,52.887360607297275,56.06011442392911,56.93221962356815,59.00629218856198,58.913202726627354,58.98971304522015,59.73879446052764,62.24276609045621,63.02158020140718,64.23449665772566,65.39652014906012,65.87923471340203,66.64817519659674,67.13729230733915,68.7087068093413,
40.92695868284826,44.32690280762887,46.69786875553859,48.509875499411,50.651852101266456,53.26402273763151,52.7847116542765,53.55191961416201,57.376841881488865,57.82399967136768,60.23676100724973,59.61978637102345,59.951897328549634,61.3495497911227,63.25251284550777,63.53384648845273,66.32662182246527,67.16944115104972,66.18542685065843,67.54220003186143,68.18044364933445,69.66980758687585,71.78528492960446,
42.41270029266404,45.76678299611915,48.36974319231208,50.3256740938622,51.74505691593225,54.82772745363312,53.888947104504815,55.39562201036016,59.20733600952317,59.242821401917006,62.165771375569136,60.48344381873735,61.658576079410196,62.69681620561076,64.33780746978691,65.26070885621063,67.4974853915717,68.79121946518404,68.04410838432844,69.60078317699715,69.60353929581392,71.91195387575641,71.87897677940104,74.43609464827048,
43.353042831852584,46.65332996957139,49.28570352832711,50.961646649953146,52.96472662758634,55.602889390612035,54.8211865487232,55.433756133342285,59.991508027725295,60.034692646988034,62.32380717854993,61.8891626097187,61.9288997173423,62.443733100439765,65.05828945553627,66.0244725361169,67.69647931539329,69.0686633514952,68.19795151018134,69.51844972760593,69.1368562460349,71.08073567604342,72.1087760741562,73.51681919359721,74.08054815253901,
44.29116096398126,47.62691375516151,49.67712695869793,51.47022267261984,53.4335109799963,55.718894926232444,55.472978062998564,56.619835010668474,60.29430340788643,60.16168193404193,62.393723414445034,62.10047708002983,61.938396009641295,63.48141305756973,66.40457865973991,66.89563580073545,68.44568072558828,69.90972414691782,68.56978166376561,70.25057334970256,69.55783464533742,72.13283151070691,72.50433267304753,74.03998326826563,74.15944317540371,74.97529297194016,
46.04074116160479,49.509358130811336,51.68347686495039,53.365967632524594,54.98479638091049,57.51446804747056,56.97821845829651,58.01173789780787,61.95420042444204,62.519413857975884,64.56241906915479,63.605450646168336,64.43569195276322,65.30439429106853,67.50127130694521,67.41006757192645,69.63902928638052,71.31741563887721,70.2380025061386,72.71953715514256,72.20959347405915,74.05909861235469,74.21157371327479,75.39236625204668,76.39431285110247,76.33089451314478,78.77270558117567,
47.24800021365151,50.58816809202253,52.83608783606135,54.34101662324286,56.433378440175495,58.63982607758138,58.15180649449629,58.91063520468296,62.70077621369743,63.26825561779135,64.92093792962851,64.67053829325422,64.4572735886639,65.48087037687196,68.50931572606322,69.1553833427618,70.43821700265052,72.0839915842086,71.13647542554783,72.8031092897578,72.75147835358753,73.94524932878328,75.51442376720277,77.48582771668026,76.84152402375531,76.93715359424807,78.69627440203818,79.48452179126637,
47.23411573986846,50.67217584384992,52.405036449226124,54.09292614781145,56.34966540070353,58.37443768737858,57.72326787838186,58.368726360140144,62.62737872208183,62.8369276733733,65.10979156465028,64.33082278523992,64.09986451847786,65.70525974587537,66.81509815184364,67.94363199118938,70.62703446481055,71.10100117437197,70.25024388037602,71.58619968919379,72.20456802838076,73.63087799926653,74.29025721947083,75.88105119013856,76.205275250223,76.40302236373816,78.0981518256218,78.300178120959,77.63255207858973,
49.86748493265457,53.295982979770656,54.64985016801824,56.94982642801144,59.10715443831771,61.411349478018316,60.4075562014459,61.4376073037721,64.78680581260639,65.73044794217618,67.38789111414029,67.09989774239142,67.6556399810579,67.8964256063574,71.14343705155237,70.95482878205242,72.95878153119723,74.20537455855776,73.56610825963071,75.19199880382263,75.34677673893022,76.58062613436682,76.79708881601547,79.36466499472127,78.65404347772376,79.24091804404779,80.67415559121049,81.21562972962572,81.35639345687808,82.64482800984617,
49.555816762491524,52.67141996503557,55.01187543487026,55.89530405011716,58.4729826826533,61.171961937102104,60.06884097635822,60.92512670963302,63.859666631578264,64.89634010835101,66.81052599334103,67.23598747895043,67.13028695056511,67.64556759784763,69.447929456868,70.42707503035179,72.33543729577472,73.16257715903973,72.07553493718241,73.44665551025884,74.09458725729542,75.40751256967464,76.37946377461232,77.4297465401018,78.30797777926317,78.66448694728591,79.52948979798055,80.35459638656795,80.18476847066314,82.35188733564077,81.0565290151517,
51.407896605256646,54.52936988216736,56.52436240282993,57.87960011281817,60.466668054356816,62.684594775149876,61.16467053943686,62.564406591064355,66.37698433809565,66.54883442808128,68.92604073027653,68.30592821600911,68.24992846725573,68.58224276835365,71.2355203731299,71.7852483251376,73.79568031918099,74.87976814457154,74.33738782449328,74.9190220139347,74.85027934877519,76.88562825367902,78.07163351487421,79.74306857873593,78.30904432464523,78.60888099937364,81.58661864876737,81.35305223112003,80.62455003655604,83.38111745393627,83.65447277854317,84.31541799559557,
52.20760111487004,55.287002376181086,57.0233495066389,58.5952789727694,60.61473197467574,63.15182005183997,61.666158931410955,63.203245991871604,66.99734303692664,66.56767573299157,69.20761407688808,67.71519417284466,68.56717544778007,69.60363628031077,71.2473911014663,71.74665625342433,74.01764577610687,75.81503936008971,74.4448884280274,76.74510111475458,75.83852000031808,77.00890001290244,78.07446941764263,79.23439195219247,79.80762136818736,80.27643130091542,80.71688649187904,81.87690718303209,80.24308397059801,84.20727630568273,82.30271976475872,84.0477732319599,84.04475859216832,
52.554840428008404,55.886030484092494,57.240417446105496,59.02101936021713,61.12698436355237,63.17362927769741,62.84192523245073,63.288425205172125,66.69167890564358,67.71786126587024,69.42742684921241,69.21084013876784,69.31095643232467,70.11603651251443,71.59029200374562,71.76330451517892,73.90604306558228,75.78528348197545,74.66676787145015,75.53013917313751,75.48549613714295,78.29299380703647,78.53239060289417,80.14502830313145,80.21000698209322,80.39704225023961,81.83896993987993,81.55890301276366,81.34906331481358,84.36744703261994,82.17770222417413,83.86512542002183,84.42315005212383,85.23664384623159,
55.14592151031552,58.26774426115564,59.79932497881068,61.826876950119726,64.06485149471129,65.5236601711011,65.2805537118145,65.94751379606052,69.87700760644243,69.61437267711815,72.09588725187648,71.39499342664567,71.54402460433079,72.73110360184951,74.51794376102796,74.47651562900155,77.05108594425002,78.45300589624891,77.20085172420826,78.9618724942525,78.32978284984526,80.45446664533388,80.78216647769302,82.61085395817321,82.72841042881164,82.68303192979526,84.24965300518517,84.37403732159802,83.3761066342954,85.98378847436815,86.10437479389395,86.57179523768325,86.76893186669443,86.66870243503136,90.57870181649241,
56.05239945258799,59.26686653010458,61.30771191813078,62.32574577729563,64.60541257011056,66.65034595948877,65.72203184409193,66.97589835234696,69.70661927011894,70.6099521289772,72.20060120682967,71.74920483414061,71.94160162648562,72.81745313244829,75.08810642738204,75.4203921838125,77.9998597429139,78.05305542590689,77.50254180176393,78.65645752891939,79.29505361338444,80.90317157364402,81.26449105102301,83.2756152798506,81.72385094463424,83.20059073683366,84.55400538190759,84.68538740737989,84.6155327286772,86.0970403553988,85.66366466227524,87.24117643275216,87.69488600883581,87.84690894374334,90.04148198155585,89.86479162070636,
56.23953212203655,59.03673287142928,61.064790572965414,62.35185719292649,64.58066793540236,66.61926579439574,65.80007292851413,66.54947875715438,70.12859461901952,70.80297332097895,72.2807114684623,71.61705538329824,71.23882802942992,72.7143454429869,74.78849011397848,75.25210450095973,76.80787560790073,78.44281597162801,77.36727699145163,78.21094044042366,78.41516625542702,80.17969724404274,80.99078760718467,82.44413049027543,82.3803992731867,82.28108513052895,84.96132512838,85.03814381803451,83.5939325728201,86.68853755526071,85.1576707412495,86.8434188803518,87.27829412450332,87.04025056895833,90.32735645402106,89.87279782429646,87.82176355706063,
