,BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257
FRG2B,0.498023688716099,0.5006148478765011,0.5015586457166966,0.5015389913401235,0.5018330791364078,0.5019216597852926,0.5019440696679607,0.5020147677872401,0.5018171766606295,0.501498268691458,0.5018480783477822,0.5018881858218862,0.5016275014983824,0.5018561422668868,0.501846443588228,0.5017326017903283,0.501773335968239,0.5016308426612961,0.5019171891624195,0.5019123737924811,0.5017677287169751,0.5017943173234172,0.5019572874666131,0.5014374703450759,0.5018542245935798,0.5017663818739482,0.5016845886584287,0.5019332366173233,0.5015586433192393,0.5018075970246536,0.5017106101832084,0.5018640872731766,0.5017728870199291,0.501493585341975,0.5017940141563452,0.5019008791987474,0.5019241096705896,0.5017132825721617,0.501918297339233,0.5019845563510511,0.5019329846097877,0.5018568680734887,0.5017093591415354,0.5020064423582209,0.5019155455365228,0.5018678843051004,0.5014428138496809,0.5015339487512313,0.5018048682046377,0.5017288005530969,0.5019633902993522,0.5018313333012506,0.5,0.5019650770354337,0.5017615651271048,0.5019661592874938,0.5016932854424557,0.501997992862687,0.501809138444748,0.5019246636083401,0.5018587644752369,0.5019336643328283,0.5017950470687843,0.5017312988511143,0.5018607429825631,0.5019772928863626,0.5018559015156204,0.5019917710860639,0.5019838306582496,0.5019565757053194,0.5013047325300412,0.5019091717716704,0.5019548538453911,0.5019574807793525,0.501926879526745,0.502000573418876,0.5019451195897854,0.5020324751955789,0.5017770712594224,0.501485831894168,0.5019170358616173,0.5017409192186424,0.5017594454314406,0.5018049303452428,0.5019663618680565,0.5019316531783342,0.5019823025797429,0.5017145520625669,0.5019617927725963,0.5019245243005896,0.5019933867196846,0.5019811561754978,0.5019739435765608,0.501971120297617,0.5016866227056828,0.5019948345186405,0.5019721614083532,0.5019825665533435,0.5017843228581116,0.5018555890321337,0.5016618212982539,0.5019043436543393,0.5019395072464262,0.5019816998695793,0.5018881592278276,
ELF5,0.4980237029494715,0.5006199665967048,0.5015517207489933,0.5015301421424514,0.5018234874160142,0.5019154255217029,0.5019361855904458,0.5020082521560202,0.5018116420494128,0.5014923477849281,0.5018662853190883,0.5018818732369215,0.5016234182466606,0.5018486890289727,0.5018426015266554,0.501723238628089,0.5017669034101111,0.5016244908307468,0.5019110105389999,0.501907178355734,0.5017600398566827,0.5017877110116503,0.5019503781692265,0.5014306530132352,0.5018438830717008,0.5017603145590043,0.5016778210752244,0.5019488000954576,0.501548880336291,0.5017994576505502,0.501703119716921,0.5018682704842904,0.5017651363461298,0.5014880612023687,0.5017865907890291,0.5018943981268367,0.5019180500507976,0.5017195655708279,0.5019123683629308,0.5019782735736786,0.5019274151245936,0.5018504812199663,0.5017080381510858,0.5019996771837179,0.5019090510922519,0.5018611940300829,0.5014407279128517,0.5015357063302518,0.5017985484041643,0.5017226578602129,0.5019572116759328,0.501824110637174,0.5018562070529022,0.5,0.5017557671891328,0.5019597853649307,0.5016874249269675,0.5019916323124841,0.5018030754995101,0.5019179733333224,0.5018522217539109,0.501926800386555,0.5017911420843241,0.5017248764971517,0.5018530671356133,0.5019706866569789,0.501843367627414,0.5019844495678338,0.5019766589318125,0.5019468202496967,0.5013005768044537,0.5019030249380495,0.5019481635703735,0.5019508337178562,0.5019209139570528,0.5019938831438585,0.5019387058076514,0.5020259400015785,0.5017741564532223,0.5014806590253431,0.5019227572582347,0.5017359787390213,0.5017550487129476,0.5017997540545285,0.5019598329468595,0.5019249974626259,0.5019762429599508,0.5017098601846663,0.5019566315109079,0.5019179760932466,0.5019869541615567,0.5019747956252949,0.5019669756436095,0.5019643336595304,0.5016766720332998,0.501988187457144,0.5019654711333357,0.5019759349138908,0.5017786914872365,0.5018488987571161,0.5016554030465741,0.501898342264844,0.5019319927038832,0.5019750095945618,0.5018813484311021,
ZNF98,0.4980266191860716,0.5006186478676167,0.5015669534400493,0.5015409882893225,0.5018378213377289,0.501927256542521,0.5019490171943398,0.5020204438288471,0.5018182980183845,0.5015005777996,0.5018733598951178,0.5018936621078584,0.5016305879789081,0.5018616185528589,0.5018535323505795,0.5017382715276733,0.5017759138596013,0.5016366229911416,0.501922587251033,0.5019198333423912,0.501772987036278,0.5017986932463595,0.5019623706217058,0.5014425008791888,0.5018623554426201,0.5017722834977272,0.5016900478364059,0.5019609234429261,0.501561012811039,0.50181304470773,0.5017112015960741,0.5018793662776401,0.5017768820578491,0.5014992579649361,0.5017993561043397,0.5019069058027783,0.5019298659035912,0.5017292931699834,0.5019242260516354,0.5019903623618379,0.5019395236184291,0.5018606137604442,0.5017198983653824,0.5020119169019701,0.5019208823813954,0.5018734378992593,0.5014518562938818,0.5015477753817624,0.5018075557121305,0.5017347968475988,0.5019693782369224,0.5018348124122317,0.5018678921852342,0.5019709642297937,0.5,0.5019716355734659,0.501693942763647,0.5020032701138808,0.50181539533012,0.5019301227863173,0.5018640485570085,0.5019387975466795,0.5017978742949818,0.5017365002744498,0.5018613900760631,0.5019826348343571,0.5018613590971469,0.5019971158764013,0.5019847370494068,0.5019590902243994,0.5013113170776138,0.5019146127076417,0.5019602698098471,0.5019628872718888,0.5019300065916497,0.5020058255736543,0.501950248995957,0.5020373269687681,0.501785433735181,0.5014889930100809,0.5019346296064975,0.501747196486554,0.5017504144156504,0.5018103551333588,0.5019629680804701,0.5019367136617338,0.5019885826776378,0.5017205223933526,0.5019639918963971,0.5019300296472793,0.5019972783246652,0.5019869621862846,0.5019797418263722,0.5019765177733955,0.5016891985920862,0.5019997778641225,0.5019776376943254,0.5019880428393155,0.5017902727074715,0.5018607749314258,0.5016625154662169,0.5019110089248973,0.5019448876142097,0.5019872966772594,0.5018897426975832,
GML,0.49803311727701566,0.500619624688296,0.5015556691376047,0.5015331701087757,0.5018267730992283,0.5019156120893824,0.5019377636307811,0.5020086061936795,0.5018124662746388,0.5014925016828172,0.5018668580945201,0.5018822142612382,0.5016203571052776,0.5018496590546409,0.5018420967257851,0.501725866695562,0.5017672444344279,0.501625298376791,0.501911021838502,0.5019061529061529,0.5017615215339488,0.5017887140500055,0.5019503650082223,0.5014295257894359,0.5018508920097013,0.5017615002306375,0.5016778455989477,0.5019496527713724,0.5015518703620632,0.501779015881864,0.5017043814542155,0.5018686245219497,0.5017657553584315,0.5014876039809821,0.5017876649056444,0.5018940514969514,0.5019182039486867,0.5017199890542504,0.5019125086840082,0.5019785479932756,0.5019272164907365,0.5018497749860091,0.501708505379204,0.5020002351751948,0.5019088665610074,0.5018616555761076,0.5014408514679484,0.5015361603767251,0.5017985947440432,0.5017218261861697,0.5019575527002496,0.5018251261182244,0.5018566426331524,0.5019591386931208,0.5017557918609952,0.5,0.5016875879138664,0.5019919733368009,0.501803505000124,0.5019171737046899,0.5018523034507075,0.5019260755750248,0.5017914797428848,0.5017245304639476,0.5018543616864517,0.5019701460034827,0.5018484616752747,0.5019854650488842,0.5019774795623168,0.5019502264546186,0.5013001064824962,0.5019035977134815,0.5019481748698755,0.5019509170252834,0.5019218009472404,0.5019942241681753,0.5019391432774205,0.5020262810258953,0.5017746798853899,0.5014806919095879,0.5019230982825514,0.5017368891561207,0.5017551243301082,0.5017986137666635,0.5019600126173558,0.5019254590086505,0.5019768743709476,0.5017092594690562,0.5019569138996597,0.5019183171175634,0.5019866004466825,0.5019751366496117,0.5019682144373547,0.5019647710469163,0.5016800993418968,0.5019885284814608,0.5019658121576525,0.501976030176215,0.5017793483324048,0.5018259575254405,0.5016552454116614,0.5019000243961262,0.5019330159280508,0.5019753290729119,0.5018822828213025,
PDE1A,0.4979846106518819,0.5006080295617148,0.5015691592022918,0.5015444107399841,0.5018399065782635,0.501930336878618,0.5019523273991152,0.5020230873010074,0.5018248519550361,0.5015052396930862,0.5018808067975433,0.5018968383510884,0.5016279882309381,0.5018646742743812,0.5018542936755248,0.501728716374309,0.5017766657340903,0.5016375626816997,0.5019248439925276,0.5019201172756943,0.5017752873776946,0.5017993284366786,0.5019652058376349,0.5014393832613909,0.5018630182493984,0.5017698098609266,0.5016924093672819,0.5019605676304106,0.5015655650028543,0.5017923035459398,0.5017146721104818,0.5018815721146638,0.5017797974983285,0.5015004766325438,0.5018014955816801,0.5019079161639542,0.5019318914441645,0.5017325714257602,0.5019259989706925,0.5019927148232066,0.5019408342913781,0.5018637072091789,0.5017212537915773,0.5020146870760329,0.5019237336200137,0.5018762364524366,0.5014516193815176,0.5015491777381249,0.5018095836182416,0.5017362739387344,0.5019721767900998,0.5018384120065489,0.5018699908521621,0.5019730003192053,0.501764321115224,0.5019738099779142,0.5,0.5020040386745704,0.5018157902829109,0.5019296145763813,0.50186432461133,0.5019394206571761,0.5018052076063969,0.5017357115084402,0.5018679853392884,0.5019765199974457,0.5018638009830437,0.5019996767283396,0.5019910000763183,0.5019611725183759,0.5013058162046251,0.5019178749705221,0.501962631340723,0.5019620362170271,0.5019358837652694,0.5020088311500306,0.5019534035068801,0.5020402806029626,0.5017830329506572,0.50149021694129,0.5019374627189841,0.5017499600361209,0.5017632386727645,0.5018123703361854,0.5019746195992111,0.5019354499723263,0.501991125522462,0.5017225738926183,0.5019707942182972,0.5019297409377061,0.5019995193338332,0.5019897607394619,0.5019820589554445,0.5019788545506251,0.5016814635152436,0.5020027032775671,0.5019791556249451,0.501990841392493,0.5017928644731382,0.5018629493358739,0.5016665961257989,0.5019135553841002,0.5019410461197319,0.501989597018676,0.5018963158865288,
AREG,0.4980302086845265,0.5006153311931799,0.5015541562840632,0.5015292291055107,0.5018249045182893,0.5019141883517608,0.5019358779418472,0.5020068625724202,0.5018100945457594,0.5014887902358183,0.5018636335650434,0.5018803456802994,0.5016219941037514,0.5018483021253,0.5018415023297355,0.5017255885994446,0.5017648642018909,0.501623399315497,0.5019094829823778,0.5019062410738654,0.5017587500205053,0.5017865624714661,0.501949457995353,0.5014278408198961,0.5018491521240768,0.5017596778462005,0.5016763969323152,0.5019457541979457,0.5015498698855685,0.5018009781665383,0.5017025544008465,0.5018668809006905,0.5017648312375672,0.5014867334225286,0.5017837492242229,0.5018929346457928,0.5019165053861806,0.5017187494425858,0.501910511081494,0.5019765368139497,0.501925695816179,0.5018490329184184,0.5017068654522627,0.5019984081218257,0.5019076269493428,0.5018582982323657,0.5014383018681802,0.5015358095900411,0.5017969667254525,0.5017212682766129,0.5019556841193106,0.5018218103020524,0.5018547606798532,0.5019572701121818,0.5017537108729178,0.5019582578083086,0.5016841010820304,0.5,0.5018018235456129,0.5019143986762178,0.5018490338465552,0.5019240009519068,0.5017905473967824,0.5017236692390195,0.501850633131458,0.5019693588771388,0.5018478086436604,0.5019836551035102,0.5019757809998107,0.5019483407656848,0.5012989736376058,0.5019017706601125,0.5019466189057564,0.5019483861207344,0.5019201023847343,0.5019923384792415,0.5019369864992368,0.5020239007933583,0.5017719498995163,0.5014794517672109,0.5019212125936177,0.501733399916823,0.5017534257676021,0.5017983057529805,0.5019583846453115,0.5019235733197167,0.5019750057900086,0.5017077645303166,0.5019551039542857,0.5019144014361419,0.5019854094969397,0.5019732680686728,0.5019659990236063,0.5019629024659773,0.501678800563955,0.501986642792527,0.5019639435767135,0.5019744073572686,0.5017757490034378,0.5018464682679893,0.5016546826494824,0.5018981558151874,0.5019312723067916,0.5019736025596475,0.5018807434344659,
DDX3X,0.4980283853932639,0.500564557136924,0.5015630885713143,0.5015393872526744,0.5018374864215128,0.5019268543408792,0.5019486137244016,0.5020193736262938,0.5018230610486488,0.5014942269711448,0.5018773891336527,0.5018930643548588,0.5016336732202424,0.5018610207998594,0.5018525843612751,0.5017382716965579,0.5017780945280484,0.5016364944527395,0.5019216900053391,0.5019157609852,0.5017717903283075,0.5017923284854323,0.5019617989798595,0.5014277345553216,0.501861826050876,0.5017690855059691,0.5016890121931616,0.5019605028649929,0.5015632329979025,0.5018134741372239,0.5017127434070762,0.5018750281805275,0.5017774302487857,0.501495859161029,0.5017970839596355,0.5019055557336903,0.5019292411687349,0.5017312788061405,0.5019235594808682,0.5019892775651882,0.5019377033100262,0.5018615119268812,0.5017185409567746,0.5020108156162141,0.5019171752181872,0.5018725056697281,0.5014514306528869,0.5015428867869905,0.5018082388348085,0.5017332149934474,0.50196840279387,0.501835912514305,0.5018669061467227,0.5019697131840163,0.5017668359739654,0.5019707893564404,0.5016968525751793,0.5020028234304215,0.5,0.5019282615187551,0.501860511890579,0.5019380351821203,0.5018020002922585,0.5017352760425883,0.5018648340900194,0.5019817870115575,0.501860474778551,0.5019959434025757,0.5019876629233221,0.5019608719406363,0.5012986405040326,0.5019139421056278,0.5019593546883108,0.5019584238148626,0.5019319352347839,0.5020050742617959,0.501949536891245,0.5020370614718521,0.5017824393480754,0.5014893826815489,0.501933948376172,0.5017475403762854,0.5017642858321484,0.5018092641072976,0.5019696367027955,0.5019360348470046,0.5019877244645681,0.5017124887237201,0.5019668670108994,0.5019288241390629,0.5019970046265446,0.5019859867432322,0.5019790645309753,0.5019755370546419,0.5016907818400985,0.5019993785750814,0.5019678619711503,0.5019841813729309,0.5017893375907085,0.501850590816905,0.5016672313056091,0.501910752156642,0.5019418575751504,0.501986321234207,0.5018926428092917,
DMC1,0.4980338747171643,0.5006171924799674,0.5015583897619604,0.5015345600653043,0.5018288082713719,0.5019189950373479,0.5019406846274345,0.5020116692580074,0.5018149012313466,0.5014956269138932,0.5018698548347333,0.5018851523658865,0.5016225721303798,0.5018531088108871,0.5018452510018009,0.5017245177011421,0.5017681525465885,0.5016277823407761,0.501914289667965,0.5019099071065032,0.5017644596385971,0.501789867920443,0.5019542646809401,0.5014315068525339,0.5018540815112796,0.501763938169864,0.5016584382131525,0.5019525908760206,0.5015546765711556,0.5018057848521255,0.5017046522889197,0.5018715325052606,0.5017696379231544,0.5014915401081157,0.5017876529773053,0.50189716812369,0.5019209499675517,0.501723556128173,0.5019147445593912,0.5019794362086648,0.5019308322265809,0.5018527815904837,0.5017092800411461,0.502003214807413,0.50191243363493,0.5018645936807559,0.5014443902933713,0.5015386033874198,0.5018018961126554,0.5017220013842584,0.5019604908048978,0.5018279506694255,0.5018598970902551,0.501962076797769,0.501759029210103,0.5019619238409464,0.50168814264859,0.5019928643409666,0.5018057272986954,0.5,0.5018536854511253,0.5019291557473475,0.5017953540823696,0.5017282689014076,0.501855232793846,0.501974165562726,0.5018524602482305,0.5019884617890973,0.5019804326043807,0.501953147451272,0.5013004120039878,0.5019065773456997,0.5019514255913436,0.5019540957388263,0.5019228790778337,0.5019971451648286,0.5019421229096387,0.5020292191305435,0.5017745195694168,0.501484103371781,0.5019260192792049,0.5017385854095094,0.501758562178004,0.5018017647624192,0.5019631913308987,0.5019282249242868,0.5019798124755959,0.5017132575112995,0.5019588006841691,0.5019210310910177,0.5019902161825268,0.5019780747542599,0.501970980352991,0.5019668062190599,0.5016805075096278,0.5019912943970971,0.5019687502623007,0.5019792140428558,0.5017796527565203,0.5018294124813312,0.5016564013290602,0.5019029625007745,0.5019329792524645,0.5019784092452347,0.5018855501200531,
PRB4,0.498034639718516,0.5005855752004839,0.5015606262845301,0.5015389635489046,0.5018293039979599,0.5019214566070169,0.5019434361196765,0.5020145171133186,0.5018175543335421,0.5014979631176063,0.5018714507352949,0.5018880434347188,0.5016268681875663,0.5018559998797194,0.5018483230425571,0.5017302696344418,0.5017714013069161,0.501606828069727,0.5019168510119826,0.5019132495374945,0.5017660679868055,0.5017909452750781,0.5019570971142076,0.5014331603363507,0.5018534918589364,0.5017666572443601,0.5016840514732135,0.5019549270797338,0.5015572926142384,0.5018075195997727,0.5017086393590082,0.5018741301238515,0.5017723744574597,0.501489498612682,0.5017887216831335,0.5019003613360163,0.5019240048460618,0.5017256088577049,0.5019184367116422,0.5019834111239591,0.501932985342701,0.5018548755812721,0.5017107755468705,0.5020029078286676,0.501909309583292,0.5018653979506129,0.501446290020811,0.5015406412000393,0.5017955439719084,0.5017288701320702,0.50196338187373,0.5018303813263784,0.5018622538556469,0.5019645811168523,0.501761210879289,0.5019653094854588,0.5016911085820336,0.5019957554097988,0.5018062335690142,0.5019219413496201,0.5,0.5019325581847967,0.5017969646754703,0.5017295707480569,0.5018582876723563,0.501976873841447,0.5018547831615044,0.5019911983234026,0.5019831383920174,0.5019560385201043,0.5012944263028606,0.5019076521227434,0.5019535066995386,0.5019563754749172,0.5019277569256325,0.502000036233661,0.501944621742705,0.5020320669858547,0.501778641848857,0.50148583085284,0.501927378371713,0.5017426123387067,0.5017603012543566,0.5018055208586887,0.5019656429645409,0.5019277028323041,0.501982369944227,0.50171437140482,0.5019624833645002,0.5019236008297323,0.5019931072513591,0.5019809658230923,0.5019735810351433,0.5019705038573278,0.5016838928865035,0.5019941422524082,0.5019716413311329,0.5019820464761232,0.5017832460546178,0.5018543022077973,0.501659041501829,0.5019051928694988,0.5019387186171249,0.501981300314067,0.5018881508022054,
DEFB119,0.49802925072589804,0.5006122669898331,0.5015557724581153,0.5015322687008195,0.5018277831440427,0.5019165553259162,0.5019387299979676,0.5020097121374562,0.5018134868631842,0.5014937947530216,0.5018679794603406,0.501883320205015,0.5016209695091385,0.5018512766500156,0.5018433154024505,0.5017273429699446,0.5017683503782046,0.5016239866158888,0.5019123024260763,0.5019080920536265,0.5017623370910456,0.5017869000710219,0.5019524325200685,0.5014282127962087,0.5018520628618464,0.5017619723951008,0.5016792248297968,0.5019507587151492,0.5015521689656263,0.5018033295784361,0.5017052945894709,0.5018696872522053,0.5017630753303423,0.5014882370784471,0.5017887708494211,0.5018957856474775,0.5019171334262023,0.5017207467749871,0.5019136300498286,0.501979677328251,0.5019278702052665,0.5018498981955721,0.5017092710141619,0.5020012265473874,0.5019075007160072,0.5018612727570813,0.5014404634309354,0.5015361419459313,0.5017999953722578,0.5017230233574119,0.5019524750267287,0.501824749249322,0.5018580217158625,0.5019600277521206,0.5017568278715842,0.5019599496124002,0.5016870726305039,0.5019915905177746,0.5018046248631797,0.5019182796484666,0.5018534261874208,0.5,0.5017926930481891,0.5017263913015121,0.5018544100127597,0.5019719483438767,0.5018490600694818,0.5019818388747691,0.5019779963267016,0.5019512118766875,0.5013011732353199,0.5019026796148943,0.5019491735161655,0.5019516731353895,0.5019227604172436,0.501995330111952,0.5019402646432409,0.502027386969672,0.5017732890341948,0.5014807494879283,0.5019242042263282,0.5017339563113803,0.50175645246752,0.5017998526032145,0.5019612272295121,0.501926007408418,0.5019779371012032,0.5017079694462089,0.5019575141419622,0.5019184674433944,0.5019884011296502,0.5019762425933884,0.5019693203811315,0.501965780627624,0.5016812254777558,0.5019894361306992,0.5019669181014291,0.5019773818819843,0.5017806501069281,0.5018496183162282,0.5016569426022843,0.5019004696397948,0.5019339049870506,0.5019764350166885,0.5018827222775006,
OR51S1,0.49801229426166066,0.5006231605132531,0.5015593757015199,0.5015364006791165,0.5018330728477666,0.5019213738295968,0.5019436854802679,0.5020148207712498,0.5018182627122173,0.5014895657136221,0.5018717793384,0.5018888885328031,0.5016281033539202,0.5018567244560957,0.5018457970940746,0.5017308697366687,0.5017723768910637,0.5016272350643547,0.5019169243343269,0.5019141791138454,0.501766361656226,0.5017940360061567,0.5019532514458228,0.5014332872657876,0.5018553572370612,0.5017652784951008,0.5016829707861935,0.501956283829416,0.5015551021653012,0.5018059249400603,0.5017069750409717,0.5018726799132049,0.5017716490225642,0.5014936772382934,0.5017922784277484,0.5019008296060751,0.501922458181433,0.5017186856625581,0.5019189913544176,0.5019825481890996,0.5019334236794215,0.5018551979215907,0.5017136261700963,0.5020066822047523,0.5019040121430419,0.5018681661124433,0.5014405390795108,0.5015420139818616,0.5018053200864854,0.5017274273992461,0.5019642269718143,0.5018276712197248,0.5018598979895391,0.5019648629876102,0.5017563981576072,0.5019658473179809,0.5016933531174452,0.5019986305003709,0.5018090835110384,0.5019249715212092,0.501858326215815,0.5019331865859097,0.5,0.5017291789145225,0.5018588753420475,0.5019773157289673,0.501853024742398,0.5019909124645068,0.5019838673587961,0.5019528929752758,0.5013037925163647,0.501908754324617,0.5019543854524406,0.5019562144918239,0.5019271701533926,0.5020006743085462,0.5019450358447058,0.5020323576304434,0.5017790189413861,0.5014820806080681,0.5019293942554945,0.5017431447089745,0.5017593507062754,0.5018032459219385,0.5019667784493053,0.5019295062195298,0.5019834314125298,0.5017152802539413,0.5019563576227681,0.5019247363144966,0.5019934365169484,0.5019814811963618,0.5019738574689656,0.5019708083692705,0.5016850928789852,0.5019945425131196,0.5019721087391644,0.5019827630833447,0.5017857349381021,0.50185572692657,0.5016535349796615,0.5019049076827139,0.5019375500605625,0.5019785604738187,0.5018880345328814,
SNAP91,0.4979725067722139,0.5005867740476726,0.501569469647533,0.5015468334636857,0.5018396128828678,0.5019305228576454,0.5019526041683676,0.5020236996002408,0.5018267241913725,0.5015068855273775,0.501880205822802,0.5018744869510338,0.5016338959797065,0.5018649677573684,0.5018553133808991,0.5017367600596134,0.5017776707321598,0.5016395334742813,0.5019254742649878,0.5019221858350705,0.5017758578075245,0.5018028269498535,0.5019659901982624,0.5014165987486278,0.5018631436853478,0.5017760148851955,0.5016927460637903,0.5019635718315713,0.5015666806289067,0.5018157201489133,0.5017085308406155,0.5018835584786961,0.501780056059066,0.5014994383271933,0.5018020311023733,0.5019096560361584,0.5019319438638086,0.5017330196987043,0.5019274177569784,0.5019932065024298,0.5019421634608254,0.5018651376276828,0.5017213875150148,0.5020144601909511,0.5019236706585197,0.5018765731489451,0.5014538885876183,0.5015491545552232,0.501812409403447,0.501737518286575,0.501972590794795,0.5018391557767671,0.5018713917526125,0.5019738393811813,0.5017702661178187,0.5019741400197872,0.501699099000232,0.5020069943233514,0.5018176012421116,0.5019331283209908,0.5018661742691451,0.5019421268199762,0.501804420895266,0.5,0.5018687592061774,0.5019852415590862,0.5018640250454277,0.5020005090935534,0.5019926035894001,0.5019644720653358,0.5013051499150994,0.5019171797036895,0.501963195856426,0.5019655070877953,0.5019370090602185,0.5020092451547258,0.5019536683270227,0.5020407646669451,0.5017833081459832,0.5014896529825433,0.501937759580482,0.5017263936910882,0.5017686852139496,0.5018135714729394,0.5019748518856059,0.501939359190274,0.5019915087242167,0.5017202062199848,0.5019714211963152,0.5019321806260454,0.5020017586284147,0.5019901747441571,0.5019831614074437,0.5019796286924977,0.5016931862167702,0.5020034653821164,0.5019808502521979,0.5019900992672559,0.5017925088426306,0.5018639481511635,0.5016682629326858,0.5019134837167355,0.5019473547147505,0.5019902681917161,0.5018966070282563,
AGXT2,0.49800663167703557,0.5006147947479029,0.5015573316197934,0.5015371862819541,0.5018319464329903,0.5019181999411577,0.5019420505014515,0.5020144469416598,0.5018129019202077,0.5014756391927955,0.5018665421524983,0.50188797326306,0.5016213697152002,0.5018547890551112,0.5018477679386169,0.501732295616083,0.5017718101170648,0.5016314629569331,0.5019170365486768,0.5019124449974924,0.5017659095985091,0.501793225797918,0.5019563334154857,0.5014336140945291,0.5018554041717755,0.5017674316595931,0.5016840245150759,0.5019553685596729,0.5015576757881025,0.5018077271542277,0.5017092170171304,0.5018740058881392,0.5017717241381633,0.5014939533886265,0.5017898501559741,0.5018986748344527,0.5019239259457421,0.5017253447027562,0.5019184683890693,0.5019838608049862,0.5019328371713826,0.50185568822532,0.5017139715859805,0.5020059616881248,0.5019144524938254,0.5018626765099136,0.5014459129343697,0.501535834056261,0.5018017408713152,0.5017282043907301,0.5019612817095835,0.5018297335968079,0.5018625629064115,0.5019637570419931,0.5017568829417821,0.5019656982646414,0.5016930998534304,0.50199568523814,0.5018088863118929,0.5019218192357794,0.5018566182157946,0.5019318725535739,0.5017958443451411,0.5017304862285275,0.5,0.501976682103489,0.5018533322174717,0.5019909049962179,0.5019824042779503,0.5019559683484454,0.501305026458424,0.5019076614560027,0.5019535958922474,0.5019560272943488,0.5019277299674948,0.5019999660620021,0.5019448697903506,0.5020318417331787,0.5017797185264634,0.5014852814866395,0.5019285577959451,0.5017387100149001,0.501760704246192,0.5018016910847656,0.5019660122280721,0.5019309185220442,0.5019825593563078,0.5017157308941781,0.5019620128622492,0.5019226755578533,0.5019930370797003,0.5019808956514333,0.50197388231472,0.5019685000562503,0.5016856873976387,0.5019941862893927,0.5019695411669864,0.5019820349400292,0.501782685117555,0.5018548116568269,0.50165910036525,0.5019032417538623,0.5019377808552057,0.5019812301424081,0.5018871604118204,
RERG,0.4980234527586744,0.500618916626584,0.5015546802889076,0.5015310451304209,0.5018255202504377,0.5019136002209936,0.5019364713273882,0.5020074102533556,0.5018105543500114,0.5014915099769159,0.5018656638812945,0.5018810786424304,0.5016220301330887,0.501848523435833,0.5018421180618838,0.5017247211569528,0.50176610881562,0.5016241586906235,0.5019101419280473,0.5019067436960476,0.5017603859151409,0.5017875693335047,0.5019501909574839,0.5014298274686952,0.5018499331667577,0.5017603863170771,0.5016769661592172,0.5019475710065388,0.5015509863842488,0.5018011242176774,0.5017024146940889,0.5018673113516431,0.5017647878938787,0.5014859648341902,0.5017856618565605,0.5018923028730319,0.5019171951347905,0.5017190851112371,0.501911388487244,0.5019772486392386,0.5019257383406374,0.5018480245934288,0.5017065386190774,0.5019982134534889,0.5019079816728763,0.5018604767437785,0.5014393613629522,0.5015361418326926,0.5017973540255711,0.5017219580252228,0.5019564170814417,0.5018232249182265,0.5018555224363882,0.501957786189536,0.5017545373262534,0.5019578922078497,0.501678044137765,0.5019908206099981,0.5018022488596083,0.5019171616308366,0.5018516140110626,0.5019258205108682,0.5017906943582383,0.5017233782076136,0.5018530917296662,0.5,0.5018476381339624,0.5019843448521201,0.5019762836219929,0.5019489532061079,0.5012980507439994,0.501902429605782,0.5019473086543663,0.501949978801849,0.5019207921333442,0.5019930714413725,0.5019379319561998,0.5020251021935662,0.501771912660805,0.5014792204900692,0.5019219023422276,0.5017359852131072,0.5017540445215473,0.5017988251220598,0.5019587635274839,0.5019241425466187,0.501975621522157,0.5017090363576819,0.5019558369164168,0.5019171211772395,0.5019858847421811,0.5019740010308038,0.5019669876940904,0.5019635390650393,0.5016695671847519,0.5019873325411369,0.5019646765388446,0.5019751403193997,0.501778133719459,0.5018479170361972,0.5016536743244929,0.5018987924142494,0.5019309132241727,0.501974193454104,0.5018801237482821,
