,BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257
TAF1A,0.4979834651911433,0.5006007950647484,0.501576494031379,0.5015480782680314,0.501849063054986,0.5019383468884575,0.5019600364785439,0.5020310643226381,0.501835199228482,0.5015073824651322,0.5018892066858428,0.5019045474305172,0.5016457588316678,0.5018725038755177,0.5018569037998307,0.5017456323626442,0.5017895776037068,0.5016467899440956,0.5019101862355473,0.5019304428240833,0.5017818247107401,0.5018111121380531,0.5019736597455707,0.5014525837997987,0.5018736835991093,0.5017834944204889,0.5,0.5019719859406513,0.5015740777407635,0.5018200480399603,0.5017267561510644,0.5018895506745842,0.5017890329877851,0.5015108919592253,0.5018099809669284,0.5019144009402203,0.5019406639228773,0.5017341076991598,0.5019349993430055,0.5019994157909502,0.5019450522008945,0.5018732346686362,0.501729037209993,0.5020224893503358,0.5019317081778527,0.5018839887453865,0.50146277905308,0.5015599681267378,0.5018213776787771,0.5017454268133097,0.5019798858695285,0.5018475008150733,0.5018792489413647,0.5019813513406919,0.5017783810612125,0.501982022536225,0.5017103642405114,0.5020142893980849,0.5018259047741229,0.5019178650141733,0.5018752223757396,0.5019495277296986,0.5018127801483747,0.501747313445228,0.5018768648741635,0.5019933968921276,0.5018712773015798,0.5020078136402069,0.5019999395365073,0.5019716889018963,0.5013213860142183,0.5019259724103303,0.5019708206559743,0.5019734475899358,0.501944260921431,0.5020165402294594,0.5019614747607483,0.5020486141951742,0.5017961577547114,0.5015012679270983,0.5019454143438355,0.5017599933623484,0.5017685243201244,0.5018213373885985,0.5019825863955294,0.5019476545482267,0.5019991643267054,0.5017327644434261,0.5019793057045036,0.5019406331788474,0.5020091742248561,0.5019974698188906,0.5019905304986388,0.5019871042161952,0.5017028817924649,0.5020061064747292,0.5019881453269314,0.5019898088273639,0.5018018602244354,0.5018488075459618,0.5016784041638778,0.5019223575654052,0.5019553535353015,0.5019957743173777,0.5019048246629758,
RQCD1,0.4980307038067771,0.5006197030021928,0.5015563957152313,0.5015312963122166,0.5018276096986566,0.5019159473861022,0.5019383425133198,0.5020087722787736,0.5018130520623617,0.5014906828341767,0.5018444762731654,0.5018830508606666,0.5016225255021912,0.5018510073056672,0.5018423292779315,0.5017280531709171,0.5017675693822582,0.5016261503982631,0.5019121881627451,0.5019089201487064,0.5017623581333772,0.5017885516675299,0.5019521631757202,0.5014305198947372,0.501851024781391,0.5017626108557499,0.5016791192206774,0.5,0.5015531941760245,0.5018037004549004,0.5017044641071999,0.5018695599755315,0.5017669986608102,0.5014885473977314,0.5017879466399535,0.5018959866589697,0.5019192276745427,0.5017209600793499,0.5019135459866759,0.5019790600675336,0.5019278448968512,0.5018508090607547,0.5017095445271038,0.5020011304101879,0.501910349237705,0.5018624489620148,0.501441352269951,0.5015369336864666,0.501798797767719,0.5017239905649751,0.5019583892996778,0.5018260213532176,0.5018350301802853,0.5019594636409511,0.5017563899477587,0.5019609629886759,0.5016856557836663,0.5019907799437415,0.5018045287259801,0.5019191509570676,0.5018532312622859,0.501928194895077,0.5017932264716234,0.5017252724930351,0.5018553421987866,0.5019711350194751,0.5018502732151329,0.5019863602838774,0.5019779916365747,0.5019510630540469,0.5013013334394653,0.5019039812968766,0.5019492979805975,0.5019511084090966,0.5019228246730963,0.5019950607676037,0.5019400385124136,0.5020270744118025,0.5017742871629656,0.5014808860981553,0.5019238916684586,0.5017378633042231,0.5017564345672578,0.501800251735523,0.5019611069336737,0.5019255193022593,0.5019777109703759,0.5017112849815704,0.5019578091346529,0.5019159614766363,0.5019878740684122,0.5019759732490401,0.5019690510367831,0.5019656076463446,0.5016810112007191,0.5019893650808892,0.5019666487570807,0.5019765051548873,0.5017799896326895,0.5018500763808612,0.5016550874212372,0.5018989347598538,0.5019334829435557,0.5019763077400148,0.5018820340307304,
PRB1,0.4979884898564389,0.5006404309447995,0.5015782568866441,0.5015559535864667,0.50184731951156,0.5019403959890073,0.5019618487291179,0.5020326325740683,0.5018346663557299,0.5015139427197485,0.5018842279932471,0.5019062767387484,0.5016410395182322,0.5018746702060504,0.5018669193524266,0.5017470280412031,0.501791306911938,0.5016432425201591,0.5019332254667506,0.5019317498903099,0.5017841065569252,0.5018105498346664,0.5019719198491366,0.5014481893044761,0.5018720231386763,0.5017821494687874,0.5017018681855382,0.5019738513407732,0.5,0.5018259851852384,0.5017261693699075,0.5018897556484373,0.5017903695647753,0.5015109567864694,0.5018120300674783,0.5019170821525982,0.5019410511039268,0.5017390619589192,0.5019369649702986,0.5020026938875711,0.5019517215261801,0.5018748616380144,0.5017291730738681,0.5020242258801502,0.5019300298375104,0.5018858213671744,0.5014641888372595,0.5015540241852945,0.5018209993698293,0.5017452461224582,0.5019803934637425,0.501826419997956,0.5018810940469499,0.5019802010465332,0.5017771364806203,0.5019838377441153,0.5017113103208586,0.5020155527961129,0.5018279160236383,0.5019418938169512,0.5018762539615392,0.5019502623103029,0.5018127019722571,0.5017490384551192,0.5018783065919649,0.5019952075619338,0.5018695990843056,0.5020094096835765,0.5020018087183483,0.5019709105735317,0.5013233508564027,0.5019046336882695,0.5019705840556833,0.5019744532710742,0.5019430501387118,0.5020185644923174,0.5019633533582373,0.5020507373121856,0.5017939167660794,0.501499118825911,0.5019444507342752,0.5017577751094726,0.5017788628963733,0.5018209477054699,0.5019799615084984,0.5019497776652381,0.5020011145731018,0.5017335949764463,0.5019810364027566,0.5019389322397003,0.5020115198608005,0.5019966914905261,0.5019924807450352,0.5019857178731635,0.5017015333000054,0.5020129676597563,0.501990311657464,0.5020005468289386,0.5018029229192239,0.5018717792149436,0.5016751396907497,0.5019222554727065,0.501956674052342,0.5019967633921183,0.5019068489258338,
NAP1L2,0.4980094594914929,0.5006064989380593,0.5015647227597412,0.5015392783820833,0.5018335201557383,0.5019254909312173,0.5019468951861414,0.5020168631087687,0.5018179905254299,0.5014977383555986,0.5018744748240195,0.5018915809720337,0.5016323562173866,0.5018575074245466,0.5018514133637204,0.501732126963624,0.5017755000724732,0.5016332141484426,0.5019202546902056,0.50191760829366,0.5017708334804425,0.5017980807895627,0.5019605197206719,0.5014374901823432,0.5018605128928526,0.5017688219213203,0.5016828780373065,0.5019593971722206,0.5015610247378098,0.5,0.5017137490584489,0.5018782730046094,0.5017755209079973,0.501493960672117,0.5017964892659931,0.5019031997388849,0.5019263576035237,0.501728363411624,0.5019219233600417,0.5019873053757242,0.5019369676092686,0.5018591976717567,0.5017176456541989,0.5020097677149324,0.5019188708932345,0.5018712794552479,0.5014490340905425,0.5015460410447934,0.5018086169052787,0.5017314776546862,0.5019672971010978,0.5018346586579622,0.5018650873049358,0.5019658179133639,0.5017642079298829,0.5019460228164877,0.5016730884165157,0.5020017006296542,0.5018131967155314,0.5019280416504927,0.5018615204996449,0.5019364624756842,0.5017985642995878,0.5017331175276973,0.5018633975106617,0.5019803849479341,0.5018591244767558,0.5019950779540977,0.5019869807016006,0.501958464984669,0.5013059408033261,0.5019119555776795,0.5019582318875436,0.5019608493495853,0.5019309133282434,0.5020039514610286,0.5019487917600801,0.5020360254267435,0.5017824554312948,0.5014866835447982,0.5019326626793162,0.5017461199683807,0.5017549893502085,0.5018073686866003,0.5019696872247681,0.5019335130901621,0.5019862890469812,0.5016964835381392,0.5019662758902522,0.5019278496573012,0.5019962489293421,0.5019845513256452,0.5019759117377204,0.5019744366375708,0.5016900637116094,0.5019979377972085,0.5019755565585007,0.501985961703491,0.5017873790939246,0.5018357412644234,0.501663656658945,0.5019082273487305,0.501942057027962,0.5019849529520523,0.5018920272221508,
MUM1L1,0.49799593864423025,0.5006126763102732,0.5015665482960747,0.5015407521067784,0.5018354425695191,0.5019293843948776,0.5019504487483195,0.5020216458176303,0.501822164195851,0.5015045138106367,0.5018795125110184,0.5018951479146359,0.5016340285051896,0.5018587260057354,0.5018536207777391,0.5017385641977383,0.5017781561209742,0.5016355278343565,0.5019242767713186,0.501917656466256,0.501773371289028,0.501800089190508,0.5019639471477825,0.5014379318743332,0.5018616732331463,0.5017721397900372,0.5016916361889532,0.5019622108650625,0.5015632589630216,0.5018157990989914,0.5,0.5018790327010753,0.5017767649594601,0.5014942039160929,0.5017972430894727,0.5019067125214252,0.5019293037419429,0.5017318520576087,0.5019260214273817,0.5019918517359918,0.5019319240711626,0.5018591087912397,0.5017139270542753,0.5020127005695832,0.5019222959188178,0.5018737896105572,0.5014506351353999,0.50154670325274,0.5018105521380026,0.5017337808762158,0.5019707534024329,0.5018308211996322,0.5018701505040332,0.5019715300202772,0.5017644148587694,0.5019734384293816,0.5016975070216002,0.502005326904505,0.5018145160259261,0.5019289591278293,0.501864690299423,0.5019404775272616,0.5018016644410417,0.5017279782599421,0.5018669374141068,0.5019837254648881,0.5018616851253161,0.5019980336863051,0.5019907810895365,0.5019605148417176,0.5012924119031824,0.5019138822387603,0.50196030463362,0.501964528309877,0.5019353416413721,0.5020075777358795,0.5019508530013045,0.5020396084880732,0.5017826568608588,0.5014845558491623,0.5019354709368332,0.5017446731798557,0.5017606207308187,0.501812959965331,0.5019720387760774,0.5019369372412407,0.5019893421141419,0.5017173817752163,0.5019671816768507,0.5019307901916172,0.5019993675824754,0.501987604392806,0.5019809606223103,0.5019766307754435,0.501692595057322,0.5020016428822529,0.5019791828333514,0.501989418004826,0.5017911274954057,0.5018621734348304,0.501661772012211,0.5019108606704409,0.5019444673425649,0.5019886007728697,0.5018714114213445,
USP17L2,0.498019071714423,0.5006172511749032,0.5015535276530045,0.5015308852816562,0.5018276699637334,0.5019197320025167,0.5019414636192909,0.5020123813854843,0.5018159089085796,0.5014929584388661,0.5018678571694479,0.5018837378407871,0.5016254359776025,0.5018541613005768,0.5018455148277547,0.5017301401799058,0.5017705909832654,0.5016256305559895,0.5019137005681964,0.5019113239433227,0.5017641117293749,0.5017920536045928,0.5019541284047324,0.5014335268126147,0.5018547184354615,0.5017645038666078,0.501680724131268,0.5019536001521891,0.5015531386603463,0.5018066164639469,0.5017053261198703,0.5,0.501770647199323,0.5014866456004246,0.5017915211620047,0.5018984698266118,0.5019206775041162,0.5017155348399068,0.5019163076771909,0.501980831633501,0.501931303310765,0.5018544635148449,0.5017087052346935,0.5020040381996239,0.5019134861246196,0.5018635729644367,0.5014447425709938,0.5015408842287217,0.501802671497613,0.5017264175057535,0.5019600545317845,0.5018282104678565,0.5018499210127962,0.5019629742064416,0.5017588729591305,0.5019639749159108,0.5016907004445772,0.501995946823144,0.5018030942181725,0.5019221327629653,0.5018564744830614,0.5019311636087909,0.5017936627320699,0.5017292993168176,0.5018580197039106,0.5019749155412372,0.5018534387214586,0.5019893922550721,0.5019812867995321,0.5019536882893636,0.5013021684622594,0.5019060003389988,0.5019524348675122,0.5019545933633968,0.5019259183464899,0.5019979906313193,0.5019428242781349,0.5020300733256949,0.5017778280952648,0.501480856898995,0.501923116912967,0.5017398541919924,0.5017538612132827,0.5018039688880809,0.5019642438205885,0.5019287932860454,0.5019807477353029,0.501711125952336,0.5019607561063635,0.5019215800837719,0.5019911898620228,0.5019791272439497,0.5019717518030201,0.5019686828310606,0.5016806771825661,0.5019922248630719,0.5019698027519903,0.5019773218736483,0.5017819208327501,0.5018527933534694,0.5016592353091978,0.5019017779747774,0.5019367555231831,0.5019793196672498,0.5018844305495805,
PRIM2,0.49801102548290216,0.5006247695794861,0.5015669112269446,0.5015424526542808,0.5018379686873702,0.5019267817416173,0.5019469648038815,0.5020200202993159,0.5018233746152623,0.5014972531082195,0.5018781063681031,0.5018935466207162,0.5016283037820807,0.5018615030657168,0.5018536144026667,0.5017364586794721,0.5017780651423077,0.5016348144431041,0.5019226839227946,0.5019179156042543,0.5017721208011283,0.5017988517457813,0.5019610058990567,0.5014382845821489,0.5018619011168344,0.5017723508892281,0.501689597872732,0.5019604302657311,0.5015631440049475,0.5018132557955979,0.5017124498065183,0.5018800386275861,0.5,0.5014967986684066,0.5017962034369067,0.5019063285396884,0.5019297063265974,0.5017300037684492,0.5019239831111606,0.5019899833932863,0.5019392264814104,0.5018616789937159,0.5017168600798687,0.5020108903584881,0.5019207165687537,0.5018681293458619,0.5014507642208087,0.5015461355330698,0.5018052461003626,0.5017337250629453,0.5019641902052329,0.5018341668291649,0.501868112187812,0.5019692314965442,0.5017657801676025,0.5019704971806558,0.501698317256505,0.5020032885882839,0.5018148877146937,0.5019296296091222,0.5018641102449327,0.501933943115191,0.5018020232696924,0.5017351883254506,0.5018651293821978,0.501981783511736,0.5018601066515724,0.5019920498684265,0.5019883862027346,0.5019614576202067,0.5013090429513075,0.5019142645420305,0.5019581406078489,0.5019624373082149,0.5019333033251511,0.5020055394196583,0.5019484581145024,0.502037570171852,0.5017841112909459,0.5014893061326973,0.5019337745830204,0.501745167340568,0.5017645231924212,0.5017872208287433,0.5019700441374844,0.5019365628748226,0.5019882067304254,0.5017202963640812,0.5019681935736966,0.5019295364700842,0.5019986104373565,0.5019864690090896,0.5019781892137908,0.5019755076689012,0.5016907040750342,0.5019992479954508,0.5019771445171303,0.501986942279372,0.5017902414773895,0.5018605721409107,0.5016649122778912,0.5019092821033119,0.5019425253894129,0.5019866829783565,0.5018934327232847,
CDH9,0.49801899890131385,0.5006361253932345,0.5015815094007762,0.501553639705658,0.5018495022032755,0.5019450923278137,0.5019644809369462,0.5020380339270103,0.5018414082586073,0.5014790921206108,0.5018951530416058,0.5019078276279885,0.5016496444553494,0.5018723319566593,0.5018711409987202,0.5017532221549326,0.5017948809197809,0.5016503161240738,0.50194071700737,0.5019345021916546,0.5017899812373244,0.5018168336199659,0.5019805720955789,0.5014535154078721,0.5018794457001258,0.5017873021709738,0.5017078956514586,0.5019784178099387,0.5015801700339281,0.5018281343670041,0.5017263275704376,0.5018924758359742,0.501793237475693,0.5,0.5018137809260893,0.5019217677753847,0.5019460077006693,0.5017462520987217,0.5019402508973996,0.5020083652579078,0.5019569586355751,0.5018768753978979,0.5017286378623108,0.5020262653608182,0.5019372614492957,0.5018891352001165,0.5014657685291464,0.5015648258269754,0.5018266780051375,0.5017292331653169,0.5019872260519751,0.5018493171028141,0.5018852493171443,0.5019885951600694,0.5017845948819761,0.5019887846104929,0.5017154351980069,0.5020216295805316,0.5018297554342236,0.50194797060137,0.5018776732074415,0.5019555436705824,0.501820490292708,0.5017510094008645,0.5018837974399475,0.5019993992593339,0.5018756325706187,0.5020129863844073,0.5020066129863389,0.5019767334318493,0.5013197059386156,0.5019316448101742,0.5019701983146178,0.5019803749744758,0.5019506119391719,0.502023880411906,0.501967045070508,0.502055841516436,0.5018020546567538,0.5014998364281391,0.501950290125758,0.5017642983452577,0.501782402262235,0.5018272460534228,0.501988341452104,0.5019548394951078,0.501983407371051,0.5017393548017652,0.501983487511471,0.5019443898400321,0.502016494380813,0.5020018653424401,0.5019957666721362,0.5019941851394842,0.5017085117359026,0.5020179076204596,0.501995330428361,0.5019995141110586,0.5018091085594665,0.5018366764911283,0.5016815372992218,0.5019288038326627,0.5019624839851763,0.5020049034488963,0.5018870445021957,
PPP6C,0.4980026073528707,0.500610643912818,0.5015618721245029,0.5015411750480134,0.5018273252633164,0.5019250757767093,0.5019476846350566,0.5020181144005105,0.5018193904904177,0.5015025837079942,0.5018753662417912,0.5018921523735087,0.5016254513374327,0.5018371883327423,0.501852168489766,0.5017338250991078,0.5017733734047276,0.5016318147688043,0.5019212156591256,0.501916825993558,0.5017694296537316,0.5017969467480121,0.5019594855390793,0.501441122640474,0.5018602882092845,0.5017694633139114,0.5016882036255246,0.5019590360185237,0.5015624622812997,0.501811881927243,0.5017105857101801,0.5018785703639171,0.501773861210556,0.501494999892452,0.5,0.5019034350390138,0.5019275789870915,0.5017297540975171,0.5019226474995181,0.5019872586478711,0.5019377582177414,0.5018601296654914,0.5017164438584462,0.5020094077062751,0.5019164097491726,0.5018700617120538,0.5014453328971723,0.5015305941256911,0.5018056284759249,0.5017310449773346,0.5019674908125199,0.5018315357711381,0.5018668970978774,0.5019683437130927,0.5017659119877425,0.5019700645015179,0.5016976731135059,0.5019998643485887,0.5018121991991928,0.5019253024369225,0.5018581152442557,0.5019372964079192,0.5018003104485259,0.5017348211424073,0.501860913173658,0.501980315248067,0.5018580751358113,0.5019947287044211,0.501987432612003,0.5019601474588942,0.5013035070987036,0.5019117983660776,0.5019557450102085,0.501959800012482,0.5019311759856452,0.5020041451724508,0.5019447281072306,0.5020361759246446,0.5017823135542909,0.5014825247131349,0.5019314873105029,0.5017435524193998,0.501764131089985,0.5018050099750325,0.5019672715360886,0.5019324038744125,0.5019867384667565,0.501719783718358,0.501966755566478,0.5019266597777413,0.5019960755371996,0.5019850747618821,0.5019780614251688,0.501973806226682,0.5016853267346102,0.5019984494857364,0.5019755951889058,0.5019862140504779,0.5017849183214109,0.5018590228126862,0.5016636601048419,0.5019092294160983,0.5019411675234893,0.501985409252857,0.5018921046599781,
VEGFC,0.4980193765781959,0.5006206013676958,0.5015559417221259,0.5015295982906111,0.5018270681949496,0.5019181757201235,0.5019402083823311,0.5020099102922801,0.5018132594203846,0.5014875111553981,0.5018679475500005,0.5018826461282955,0.5016255867390678,0.5018521209141857,0.5018453032166273,0.5017262679763176,0.5017697062939728,0.5016269243593674,0.5019136583418445,0.5019100425851369,0.5017639833934937,0.5017855494835051,0.5019537884358367,0.5014300749894849,0.5018528436130844,0.5017627928173926,0.501677662192194,0.5019521146309173,0.5015525529597972,0.5018036309935123,0.5017050937355101,0.5018705576219017,0.5017690249067152,0.5014880253351249,0.5017884736323912,0.5,0.5019208358266644,0.5017229431117337,0.5019117665293108,0.5019805596062978,0.5019296134587561,0.5018524068639868,0.5017097313420336,0.5020018322628622,0.5019117841826777,0.5018641174356525,0.5014436871514393,0.5015383650966869,0.5017993692586639,0.5017250343800577,0.5019600145597944,0.5018270651683002,0.5018588007336571,0.5019611896442778,0.5017585002795586,0.5019614896862025,0.5016891322891575,0.5019940883635362,0.5018057095666252,0.5019198561766846,0.5018547934905161,0.501929349799353,0.50179390022023,0.5017274846695698,0.501854776445514,0.5019719948579159,0.5018512509108286,0.5019879328585529,0.5019799243138667,0.5019519549469678,0.5012983682879776,0.5019057580284754,0.5019489193537525,0.5019527974397943,0.501924432825218,0.5019966689197253,0.5019413169397207,0.5020287428854402,0.5017757339210055,0.5014831957205486,0.5019255430341014,0.5017321130385409,0.5017556776101987,0.5017982843561358,0.5019626624003544,0.5019265584996483,0.5019790458438125,0.5017103140970384,0.5019593817093285,0.5019207091836724,0.5019897399374235,0.5019775985091566,0.50197003907741,0.5019662458880616,0.5016809883476058,0.5019908181519938,0.5019673710846927,0.5019787377977525,0.501780764175857,0.50185151451455,0.5016549885854863,0.5019004035777425,0.5019337041330898,0.5019777909324568,0.5018843337724596,
RBM11,0.498012583687267,0.5006219548639163,0.5015473870245447,0.5015345255213587,0.5018288942739001,0.5019181115026516,0.5019399882191659,0.5020106863384453,0.5018148605824239,0.5014945288758285,0.5018678972518075,0.5018844991711391,0.5016253238882966,0.5018523350944318,0.5018452103528782,0.5017292213636555,0.5017692716274391,0.501624212392832,0.5019118573237346,0.5019103945647052,0.5017633955354618,0.5017902421471865,0.501953281761378,0.501432148420277,0.5018533077948243,0.5017624838421713,0.5016805072096339,0.5019519376812732,0.5015531039459088,0.5018033708929339,0.5017042669908107,0.5018693473341891,0.501768984728407,0.5014888472951926,0.5017891996152519,0.5018974178614473,0.5,0.5017218613698122,0.5019149510836274,0.501980769792884,0.5019301358183123,0.5018504359707281,0.5017103991219968,0.5020025616126655,0.501911047347884,0.5018639404860085,0.501442105041099,0.5015370454787226,0.5018005742926304,0.5017248617026892,0.5019583488473474,0.5018252674821904,0.5018586132402822,0.5019614236030217,0.5017580424151544,0.5019622241727206,0.5016896896041507,0.5019942411387068,0.5018059770364527,0.5019202200553291,0.5018550190353445,0.5019272796128607,0.5017921108303709,0.501726354532003,0.5018566095915864,0.5019734691544574,0.5018509534394767,0.5019874749941488,0.5019797361961122,0.5019523737348167,0.5013013249095692,0.5019038941584646,0.5019507723965962,0.5019533993305577,0.5019149348688225,0.501978891409836,0.5019414265013702,0.5020285659357961,0.501776305839618,0.5014817633730392,0.5019252455627495,0.5017397380797713,0.5017578657697354,0.5018019618339412,0.5019625381361513,0.5019275717295394,0.5019788583504377,0.5017117538651085,0.5019570204294387,0.5019196448039719,0.5019894424660716,0.5019770918346979,0.5019703271582436,0.5019670559568171,0.5016820637437802,0.5019905979888285,0.5019680970675533,0.5019783737216806,0.5017819324867652,0.5018512343046537,0.5016550223570296,0.5019021887843192,0.5019352707166143,0.5019776355287794,0.5018848969253057,
FUT9,0.49801915746059594,0.5005857916106171,0.5015659856952082,0.5015393370665431,0.5018397858521308,0.501928472254927,0.501950435986643,0.5020219027572379,0.501825268387125,0.5015054904171143,0.5018802653356482,0.5018954075475426,0.5016357390875312,0.5018632434708352,0.5018430195309546,0.5017401279312972,0.5017764246819713,0.5016295770759226,0.5019211365043639,0.5019209177982069,0.5017742396022676,0.5018000714798667,0.5019595239510949,0.5014389384983353,0.501862812696728,0.5017732460524421,0.5016829929959675,0.5019627120961315,0.501560156810952,0.5018144187110853,0.5017158573165276,0.5018732466800306,0.50177832418031,0.501498133703296,0.5018004167357285,0.5019085671565677,0.5019309033798632,0.5,0.501924148522031,0.5019922628825393,0.5019405378811839,0.5018629285735844,0.5017178829779123,0.5020131289753674,0.5019199777170972,0.5018751060307568,0.5014487995812305,0.5015480716286959,0.501809363971698,0.5017362125624684,0.5019706120250086,0.5018376547209772,0.5018568281519055,0.5019719811331029,0.5017665116915976,0.5019730512883355,0.5016994115957975,0.5020055272051631,0.5018170566839093,0.5019318682260016,0.5018656650570386,0.5019399349716965,0.501797380321547,0.5017364723769497,0.5018670703586515,0.5019844011409551,0.5018596872848038,0.5019989401262792,0.5019906656919876,0.5019606310564808,0.5013131856339231,0.5019160665738125,0.5019596987457501,0.5019638633430854,0.5019340429709584,0.502007635968863,0.5019520726329998,0.5020397823545887,0.5017871579960528,0.5014904480917558,0.5019329332510359,0.501749911769499,0.5017633357960429,0.5018079776971821,0.5019734174372079,0.5019382517607056,0.5019900023492194,0.5017215425174791,0.5019699205389778,0.5019294159560103,0.5019989820528352,0.5019854332422569,0.5019816262380424,0.5019752169154122,0.501688557202095,0.5020020391363019,0.5019793831340096,0.5019803806161287,0.5017902068231226,0.5018621906462953,0.5016651866586905,0.5019114834009825,0.5019460081182701,0.5019888010735278,0.5018948693018859,
HBD,0.4980311812903778,0.5006230862132396,0.5015595505777098,0.5015328809270738,0.5018302817039412,0.5019180767746095,0.5019412722354939,0.5020121580119136,0.5018162758097625,0.5014962406274789,0.501870366699233,0.5018837360869846,0.5016245094875574,0.5018537225244729,0.5018453924385355,0.5017308408254166,0.5017705892294628,0.5016292466251768,0.5019134146187477,0.5019116199454684,0.5017650733521829,0.5017915068486414,0.5019546127357619,0.5014308866317563,0.5018541647968112,0.5017627843696991,0.5016817912259619,0.5019532045896065,0.5015559664084803,0.501805885245652,0.5017079332724496,0.5018719261034635,0.5017702101091702,0.5014900390881226,0.5017912167238784,0.5018952971602937,0.5019218996798273,0.5017220551081799,0.5,0.5019819139996015,0.5019310901098256,0.5018535674930815,0.501710425836248,0.5020037869934287,0.501910975828458,0.5018652073943416,0.5014429587105736,0.5015403009511831,0.5018021214658615,0.5017263328454449,0.5019611045184835,0.5018271891736554,0.5018597495051255,0.5019626905113548,0.5017593511593986,0.5019634775042421,0.5016907457268786,0.5019951954302202,0.5018072439447858,0.5019209632433687,0.5018563994971247,0.501930724832687,0.5017955925995555,0.5017287770213726,0.5018581006311135,0.5019746111031109,0.5018532461508282,0.5019889736535971,0.5019811752934573,0.5019537782728526,0.5013034462222917,0.5019053310440977,0.5019500264204366,0.5019546833468859,0.5019254966783809,0.5019975689632102,0.5019423221573186,0.5020298328441293,0.5017772855575982,0.5014829495716161,0.5019266501007855,0.5017404916680452,0.501756583045562,0.5018034135353335,0.5019638221524794,0.5019288038036855,0.5019800532508457,0.5017135284078867,0.501960135993079,0.5019218689357974,0.5019908470041075,0.5019786884678457,0.501971229507575,0.5019683228651503,0.5016419135482084,0.5019920370861737,0.5019684610433818,0.5019797691208767,0.5017796881945222,0.5018527915996669,0.5016591740106245,0.5019033691911612,0.5019356648137802,0.5019788808911458,0.5018860217659643,
NMS,0.49803227034932357,0.5006146381745693,0.5015527237694456,0.5015299295956976,0.5018247324092999,0.5019138611617543,0.5019356388549578,0.5020062391333489,0.5018108685827959,0.5014906913328377,0.5018633773701591,0.5018802167848311,0.5016207545010534,0.5018481732298317,0.5018408788906641,0.501724987408339,0.5017652469580207,0.5016214075806589,0.5019093540869096,0.5019057721864487,0.5017595240575417,0.501786507491268,0.5019492450139899,0.5014257791870103,0.5018487321195145,0.5017593647444523,0.5016746326468099,0.5019471436433672,0.5015501202986561,0.5017996922342377,0.5017021885539626,0.5018648750326768,0.501764635364199,0.5014865784215341,0.5017842528451345,0.5018925152101839,0.5019161433619871,0.5017185944415913,0.5019103389725046,0.5,0.5019255408151845,0.5018487340045173,0.5017062754292678,0.5019981758126446,0.5019073946401615,0.5018594881261849,0.5014388124431629,0.501535176353525,0.5017965102850773,0.5017188292237202,0.5019553852503268,0.501822980254183,0.5018544334898468,0.5019570206950058,0.5017539124425042,0.5019579417864126,0.5016858865522958,0.5019896461355791,0.501801387002009,0.5019140798655454,0.5018497988823447,0.5019251970840125,0.5017875744071405,0.5017229907397273,0.5018519180199336,0.5019688962280087,0.501847696856187,0.5019834829945208,0.5019753547864936,0.5019481084565036,0.5012983865796757,0.5019003467997069,0.5019465071182831,0.5019491340522446,0.501917917391252,0.5019922266917681,0.5019368314982423,0.502024128468471,0.5017712603304159,0.5014769046177848,0.5019208616392323,0.5017349407237265,0.5017526225575704,0.501797986942308,0.5019582728578382,0.5019221989111188,0.5019748336810194,0.5017077590767041,0.5019543910389037,0.5019154309928435,0.5019852977094663,0.5019731391732045,0.5019658872361329,0.5019627735705091,0.5016784131737566,0.5019864037056376,0.5019638146812453,0.5019741084882848,0.5017774626008493,0.5018470551785981,0.5016517784518408,0.5018980269197191,0.5019305283460124,0.5019734736641793,0.501880306890862,
