






















248.625,8.0E-8,1035.0,1.4E-7,1040.0,1.4E-7,1040.0,3.4E-7,1045.125,2.6E-7,1045.25,5.0E-7,1046.375,
271.875,1.81E-6,933.375,3.13E-6,934.5,4.6E-7,947.75,8.4E-7,948.125,4.7E-7,951.875,8.5E-7,954.125,
202.625,2.82E-6,1151.125,4.88E-6,1155.375,1.19E-6,1164.5,2.14E-6,1166.0,


287.0,
74.125,79.94685699,111.125,138.2199368,128.875,136.56964247,129.0,236.04652352,143.375,236.04652352,143.375,408.17692468,157.5,164.25,0.9096631807443932,
106.25,98.06209751,106.375,170.29167274,121.375,149.72533168,146.125,259.48514273,166.5,259.48514273,166.5,449.07108515,178.375,181.125,0.9805502857548624,
119.125,78.5901716,144.5,135.93664774,157.875,131.91949282,158.0,228.82752746,167.5,218.86277827,167.625,379.31517908,208.0,215.625,0.5855575335994295,
82.75,77.45336711,142.0,134.30363881,168.5,132.11678795,168.625,228.86475459,187.0,224.4836233,187.125,389.77286794,204.5,210.75,0.7719802307578839,
79.875,83.93037922,118.75,145.75194381,141.125,142.80934254,141.25,247.49255898,159.625,246.69811537,159.75,428.07805188,172.875,176.75,0.9555657908842634,
95.0,97.38586046,95.125,168.5593698,158.75,168.5593698,158.75,292.18799103,170.125,280.95628663,170.25,486.39901055,194.5,195.5,0.9614973019042992,
93.625,88.10807296,126.125,152.3287587,149.75,152.3287587,149.75,264.58744457,160.0,263.03064914,160.125,456.02694636,172.75,175.125,0.9852469613258297,
75.125,74.41468984,122.25,129.32647671,141.625,128.32095492,141.75,222.86715206,155.25,222.86715206,155.25,386.66084916,168.25,174.875,0.9833862451430404,
63.375,70.68379671,97.75,122.40213263,112.0,121.91066133,112.125,212.12241564,121.375,203.81082975,121.5,353.44593684,145.875,159.125,0.9972206818220141,
92.0,81.54149998,123.875,141.1798571,143.875,141.1798571,143.875,245.44835159,151.5,243.45283111,151.625,422.78020457,162.5,166.5,0.9952353456624526,
86.125,49.06426191,111.375,85.67252698,121.25,77.22257826,126.125,133.50156505,137.875,133.50156505,137.875,231.25053405,144.125,156.625,0.5658149233521715,


31.875,21.79260161,61.375,37.94809333,66.5,37.94809333,66.5,66.68900195,69.625,66.68900195,69.625,116.76756948,74.375,80.375,0.04864787938507854,
41.75,33.01515793,62.625,59.10520634,66.75,59.10520634,66.75,103.50807826,72.75,103.50807826,72.75,180.62473062,76.875,81.5,0.030254899361167396,
30.0,28.19367621,52.375,48.92842255,56.625,48.92842255,56.625,85.7198944,58.625,85.39873511,59.5,150.22745716,67.375,74.625,0.5692717695856137,
123.75,104.66001181,123.75,187.45948277,125.5,187.45948277,125.5,325.90265415,128.75,228.4473333,139.5,396.89250759,147.125,149.125,0.052848087370863606,
65.125,52.30053418,90.625,92.28177045,97.125,92.28177045,97.125,160.57892332,102.25,160.57892332,102.25,280.22777343,105.625,107.875,0.06798490834593401,
